from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,121.6,1000.0,12.2,1.0,12159.9
1,,1.0000,39,,1.0000*,163.7,1000.0,16.4,1.0,16369.2
2,,1.0000*,3,,1.0000,365.8,1000.0,36.6,1.0,36584.4
2,,1.0000,25,,1.0000*,262.9,1000.0,26.3,1.0,26285.1
3,,1.0000*,4,,1.0000,76.5,1000.0,7.6,1.0,7645.2
3,,1.0000,18,,1.0000*,87.9,1000.0,8.8,1.0,8785.1
4,,1.0000*,5,,1.0000,219.1,1000.0,21.9,1.0,21910.3
4,,1.0000,14,,1.0000*,264.6,1000.0,26.5,1.0,26464.5
5,,1.0000,6,,1.0000*,493.0,1000.0,49.3,1.0,49302.9
5,,1.0000,8,,1.0000*,338.6,1000.0,33.9,1.0,33859.7
6,,1.0000*,7,,1.0000,446.2,1000.0,44.6,1.0,44620.1
6,,1.0000,11,,1.0000*,380.4,1000.0,38.0,1.0,38042.3
7,,1.0000,8,,1.0000*,198.5,1000.0,19.8,1.0,19847.7
8,,1.0000,9,,1.0000*,28.4,1000.0,2.8,1.0,2839.9
9,,1.0000,39,,1.0000*,154.8,1000.0,15.5,1.0,15483.6
10,,1.0000*,11,,1.0000,363.2,1000.0,36.3,1.0,36320.3
10,,1.0000,13,,1.0000*,311.4,1000.0,31.1,1.0,31139.8
13,,1.0000,14,,1.0000*,300.8,1000.0,30.1,1.0,30076.2
14,,1.0000,15,,1.0000*,134.9,1000.0,13.5,1.0,13493.7
15,,1.0000*,16,,1.0000,280.9,1000.0,28.1,1.0,28088.6
16,,1.0000*,17,,1.0000,229.8,1000.0,23.0,1.0,22983.3
16,,1.0000,19,,1.0000*,461.1,500.0,92.2,1.0,46111.7
16,,1.0000,21,,1.0000*,232.6,500.0,46.5,1.0,23261.0
16,,1.0000,24,,1.0000*,163.9,500.0,32.8,1.0,16392.3
17,,1.0000*,18,,1.0000,196.4,500.0,39.3,1.0,19640.3
17,,1.0000*,27,,1.0000,46.1,500.0,9.2,1.0,4609.1
21,,1.0000,22,,1.0000*,477.5,500.0,95.5,1.0,47747.5
22,,1.0000*,23,,1.0000,909.5,500.0,181.9,1.0,90951.6
23,,1.0000,24,,1.0000*,485.8,500.0,97.2,1.0,48577.4
25,,1.0000,26,,1.0000*,91.1,500.0,18.2,1.0,9114.4
26,,1.0000,27,,1.0000*,283.8,500.0,56.8,1.0,28383.3
26,,1.0000,28,,1.0000*,153.1,500.0,30.6,1.0,15310.7
26,,1.0000,29,,1.0000*,204.4,500.0,40.9,1.0,20437.9
28,,1.0000,29,,1.0000*,351.6,500.0,70.3,1.0,35158.9
