from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,82.1,1000.0,8.2
1,,1.0000,39,,1.0000*,145.2,1000.0,14.5
2,,1.0000*,3,,1.0000,367.7,1000.0,36.8
2,,1.0000,25,,1.0000*,214.1,1000.0,21.4
3,,1.0000,4,,1.0000*,100.9,1000.0,10.1
3,,1.0000,18,,1.0000*,144.3,1000.0,14.4
4,,1.0000,5,,1.0000*,426.7,1000.0,42.7
4,,1.0000,14,,1.0000*,185.2,1000.0,18.5
5,,1.0000,6,,1.0000*,741.9,1000.0,74.2
5,,1.0000,8,,1.0000*,342.2,1000.0,34.2
6,,1.0000*,7,,1.0000,492.5,1000.0,49.2
6,,1.0000,11,,1.0000*,206.5,1000.0,20.6
7,,1.0000,8,,1.0000*,244.7,1000.0,24.5
8,,1.0000,9,,1.0000*,46.1,1000.0,4.6
9,,1.0000,39,,1.0000*,154.8,1000.0,15.5
10,,1.0000*,11,,1.0000,197.7,1000.0,19.8
10,,1.0000*,13,,1.0000,472.8,1000.0,47.3
13,,1.0000*,14,,1.0000,482.2,1000.0,48.2
14,,1.0000,15,,1.0000*,300.3,1000.0,30.0
15,,1.0000*,16,,1.0000,114.1,1000.0,11.4
16,,1.0000*,17,,1.0000,40.7,1000.0,4.1
16,,1.0000,19,,1.0000*,454.5,500.0,90.9
16,,1.0000,21,,1.0000*,35.0,500.0,7.0
16,,1.0000*,24,,1.0000,166.5,500.0,33.3
17,,1.0000*,18,,1.0000,19.1,500.0,3.8
17,,1.0000,27,,1.0000*,47.9,500.0,9.6
21,,1.0000*,22,,1.0000,295.0,500.0,59.0
22,,1.0000,23,,1.0000*,151.3,500.0,30.3
23,,1.0000*,24,,1.0000,179.0,500.0,35.8
25,,1.0000*,26,,1.0000,133.7,500.0,26.7
26,,1.0000,27,,1.0000*,324.2,500.0,64.8
26,,1.0000,28,,1.0000*,156.1,500.0,31.2
26,,1.0000,29,,1.0000*,207.2,500.0,41.4
28,,1.0000,29,,1.0000*,352.5,500.0,70.5
