NUMBER,PU,Angle
1,1.0516622066497803,-0.47270074486732483
2,1.0561045408248901,-0.4702155590057373
3,1.0439512729644775,-0.5204064846038818
4,1.0347940921783447,-0.4652441740036011
5,1.0464177131652832,-0.3853536546230316
6,1.0473958253860474,-0.36140164732933044
7,1.0349624156951904,-0.4057178199291229
8,1.0330138206481934,-0.41830623149871826
9,1.042725682258606,-0.4516131579875946
10,1.0403618812561035,-0.3634406328201294
11,1.041638970375061,-0.3635694980621338
12,1.0261656045913696,-0.3772166073322296
13,1.0362679958343506,-0.38917994499206543
14,1.0321699380874634,-0.4529958963394165
15,1.024383306503296,-0.5702805519104004
16,1.0379621982574463,-0.5935048460960388
17,1.0403941869735718,-0.5724861025810242
18,1.040222406387329,-0.5599352121353149
19,1.0521080493927002,-0.5131134390830994
20,0.9921025633811951,-0.5376247763633728
21,1.0377267599105835,-0.6328873038291931
22,1.0523366928100586,-0.6386677026748657
23,1.0484309196472168,-0.6112135648727417
24,1.0441718101501465,-0.6107035279273987
25,1.058207392692566,-0.45519858598709106
26,1.0534069538116455,-0.508348822593689
27,1.0410557985305786,-0.5577945709228516
28,1.0508112907409668,-0.4471238851547241
29,1.0504151582717896,-0.39900216460227966
30,1.0475000143051147,-0.42827746272087097
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.22701598703861237
33,0.9972000122070312,-0.422140896320343
34,1.0123000144958496,-0.4470858573913574
35,1.049299955368042,-0.6851438283920288
36,1.0635000467300415,-0.47456905245780945
37,1.0277999639511108,-0.3368428647518158
38,1.0264999866485596,-0.2757555842399597
39,1.0299999713897705,-0.47362273931503296
