from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,49.9,1000.0,5.0,1.0  4993.3
1,,1.0000,39,,1.0000*,128.9,1000.0,12.9,1.0 12894.9
2,,1.0000*,3,,1.0000,374.7,1000.0,37.5,1.0 37473.6
2,,1.0000,25,,1.0000*,157.2,1000.0,15.7,1.0 15720.8
3,,1.0000,4,,1.0000*,284.0,1000.0,28.4,1.0 28400.6
3,,1.0000*,18,,1.0000,323.4,1000.0,32.3,1.0 32341.5
4,,1.0000,5,,1.0000*,683.9,1000.0,68.4,1.0 68390.8
4,,1.0000,14,,1.0000*,105.4,1000.0,10.5,1.0 10537.3
5,,1.0000,6,,1.0000*,1008.0,1000.0,100.8,1.0100798.4
5,,1.0000,8,,1.0000*,340.7,1000.0,34.1,1.0 34074.4
6,,1.0000*,7,,1.0000,541.5,1000.0,54.2,1.0 54151.8
6,,1.0000,11,,1.0000*,85.1,1000.0,8.5,1.0  8511.2
7,,1.0000*,8,,1.0000,294.7,1000.0,29.5,1.0 29474.9
8,,1.0000*,9,,1.0000,110.1,1000.0,11.0,1.0 11006.5
9,,1.0000,39,,1.0000*,147.2,1000.0,14.7,1.0 14718.8
10,,1.0000*,11,,1.0000,34.9,1000.0,3.5,1.0  3488.2
10,,1.0000*,13,,1.0000,651.0,1000.0,65.1,1.0 65104.8
13,,1.0000*,14,,1.0000,675.7,1000.0,67.6,1.0 67569.0
14,,1.0000*,15,,1.0000,572.1,1000.0,57.2,1.0 57208.7
15,,1.0000*,16,,1.0000,303.8,1000.0,30.4,1.0 30379.3
16,,1.0000,17,,1.0000*,255.9,1000.0,25.6,1.0 25590.5
16,,1.0000,19,,1.0000*,456.2,500.0,91.2,1.0 45619.8
16,,1.0000*,21,,1.0000,314.5,500.0,62.9,1.0 31445.2
16,,1.0000*,24,,1.0000,334.3,500.0,66.9,1.0 33432.7
17,,1.0000,18,,1.0000*,165.9,500.0,33.2,1.0 16585.4
17,,1.0000,27,,1.0000*,93.9,500.0,18.8,1.0  9389.1
21,,1.0000*,22,,1.0000,130.1,500.0,26.0,1.0 13010.5
22,,1.0000,23,,1.0000*,319.2,500.0,63.8,1.0 31918.9
23,,1.0000,24,,1.0000*,32.4,500.0,6.5,1.0  3244.6
25,,1.0000*,26,,1.0000,185.5,500.0,37.1,1.0 18545.8
26,,1.0000*,27,,1.0000,377.8,500.0,75.6,1.0 37777.3
26,,1.0000,28,,1.0000*,152.8,500.0,30.6,1.0 15275.3
26,,1.0000,29,,1.0000*,204.0,500.0,40.8,1.0 20404.1
28,,1.0000,29,,1.0000*,351.5,500.0,70.3,1.0 35148.4
