Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:15
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1     82.1  1000.0     8.2     1.0  8214.7
     1     1           1.0000     1     39     39          1.0000*    1  1    145.2  1000.0    14.5     1.0 14515.4
     2     2           1.0000*    1      3     3           1.0000     1  1    367.7  1000.0    36.8     1.0 36765.3
     2     2           1.0000     1     25     25          1.0000*    1  1    214.1  1000.0    21.4     1.0 21412.5
     3     3           1.0000     1      4     4           1.0000*    1  1    100.9  1000.0    10.1     1.0 10092.3
     3     3           1.0000     1     18     18          1.0000*    1  1    144.3  1000.0    14.4     1.0 14425.2
     4     4           1.0000     1      5     5           1.0000*    1  1    426.7  1000.0    42.7     1.0 42674.6
     4     4           1.0000     1     14     14          1.0000*    1  1    185.2  1000.0    18.5     1.0 18516.8
     5     5           1.0000     1      6     6           1.0000*    1  1    741.9  1000.0    74.2     1.0 74186.3
     5     5           1.0000     1      8     8           1.0000*    1  1    342.2  1000.0    34.2     1.0 34218.2
     6     6           1.0000*    1      7     7           1.0000     1  1    492.5  1000.0    49.2     1.0 49248.4
     6     6           1.0000     1     11     11          1.0000*    1  1    206.5  1000.0    20.6     1.0 20645.5
     7     7           1.0000     1      8     8           1.0000*    1  1    244.7  1000.0    24.5     1.0 24465.3
     8     8           1.0000     1      9     9           1.0000*    1  1     46.1  1000.0     4.6     1.0  4608.6
     9     9           1.0000     1     39     39          1.0000*    1  1    154.8  1000.0    15.5     1.0 15485.0
    10     10          1.0000*    1     11     11          1.0000     1  1    197.7  1000.0    19.8     1.0 19768.0
    10     10          1.0000*    1     13     13          1.0000     1  1    472.8  1000.0    47.3     1.0 47276.0
    13     13          1.0000*    1     14     14          1.0000     1  1    482.2  1000.0    48.2     1.0 48215.9
    14     14          1.0000     1     15     15          1.0000*    1  1    300.3  1000.0    30.0     1.0 30028.0
    15     15          1.0000*    1     16     16          1.0000     1  1    114.1  1000.0    11.4     1.0 11406.0
    16     16          1.0000*    1     17     17          1.0000     1  1     40.7  1000.0     4.1     1.0  4072.9
    16     16          1.0000     1     19     19          1.0000*    1  1    454.5   500.0    90.9     1.0 45448.4
    16     16          1.0000     1     21     21          1.0000*    1  1     35.0   500.0     7.0     1.0  3496.3
    16     16          1.0000*    1     24     24          1.0000     1  1    166.5   500.0    33.3     1.0 16654.9
    17     17          1.0000*    1     18     18          1.0000     1  1     19.1   500.0     3.8     1.0  1909.8
    17     17          1.0000     1     27     27          1.0000*    1  1     47.9   500.0     9.6     1.0  4793.2
    21     21          1.0000*    1     22     22          1.0000     1  1    295.0   500.0    59.0     1.0 29500.1
    22     22          1.0000     1     23     23          1.0000*    1  1    151.3   500.0    30.3     1.0 15130.6
    23     23          1.0000*    1     24     24          1.0000     1  1    179.0   500.0    35.8     1.0 17895.1
    25     25          1.0000*    1     26     26          1.0000     1  1    133.7   500.0    26.7     1.0 13369.8
    26     26          1.0000     1     27     27          1.0000*    1  1    324.2   500.0    64.8     1.0 32420.2
    26     26          1.0000     1     28     28          1.0000*    1  1    156.1   500.0    31.2     1.0 15611.1
    26     26          1.0000     1     29     29          1.0000*    1  1    207.2   500.0    41.4     1.0 20721.2
    28     28          1.0000     1     29     29          1.0000*    1  1    352.5   500.0    70.5     1.0 35252.1
