NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,106.24005889892578,30-1 
31,1 ,750.0,0.0,590.4335327148438,800.0,-500.0,473.286865234375,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,182.59439086914062,32-1 
32,2 ,400.0,0.0,1000.0,300.0,0.0,280.9144592285156,32-2 
33,1 ,750.0,0.0,632.0,800.0,-500.0,99.01927947998047,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,162.3907928466797,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,178.48086547851562,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,89.27423095703125,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-3.135108470916748,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,20.05389404296875,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,4.127600193023682,39-1 
