NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,108.89057922363281,30-1 
31,1 ,750.0,0.0,613.1138916015625,800.0,-500.0,395.5323486328125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,30.529651641845703,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,154.1659698486328,33-1 
33,2 ,400.0,0.0,1000.0,300.0,0.0,243.93348693847656,33-2 
34,1 ,650.0,0.0,508.0,800.0,-300.0,237.1409149169922,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,209.9387664794922,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,107.145751953125,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-16.422826766967773,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,19.542255401611328,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-20.169979095458984,39-1 
