from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,64.1,1000.0,6.4,1.0  6409.1
1,,1.0000,39,,1.0000*,125.8,1000.0,12.6,1.0 12579.2
2,,1.0000,3,,1.0000*,148.7,1000.0,14.9,1.0 14868.5
2,,1.0000,25,,1.0000*,145.8,1000.0,14.6,1.0 14584.1
3,,1.0000*,4,,1.0000,103.4,1000.0,10.3,1.0 10340.6
3,,1.0000,18,,1.0000*,229.8,1000.0,23.0,1.0 22983.6
4,,1.0000*,5,,1.0000,268.4,1000.0,26.8,1.0 26843.3
4,,1.0000,14,,1.0000*,388.9,1000.0,38.9,1.0 38892.1
5,,1.0000,6,,1.0000*,566.0,1000.0,56.6,1.0 56604.1
5,,1.0000*,8,,1.0000,361.6,1000.0,36.2,1.0 36163.3
6,,1.0000*,7,,1.0000,480.9,1000.0,48.1,1.0 48090.7
6,,1.0000,11,,1.0000*,413.3,1000.0,41.3,1.0 41329.4
7,,1.0000,8,,1.0000*,233.0,1000.0,23.3,1.0 23298.8
8,,1.0000*,9,,1.0000,63.5,1000.0,6.4,1.0  6352.4
9,,1.0000,39,,1.0000*,145.2,1000.0,14.5,1.0 14518.8
10,,1.0000*,11,,1.0000,393.6,1000.0,39.4,1.0 39356.9
10,,1.0000,13,,1.0000*,291.5,1000.0,29.1,1.0 29147.0
13,,1.0000,14,,1.0000*,274.9,1000.0,27.5,1.0 27486.0
14,,1.0000,15,,1.0000*,213.3,1000.0,21.3,1.0 21327.4
15,,1.0000,16,,1.0000*,442.4,1000.0,44.2,1.0 44240.0
16,,1.0000,17,,1.0000*,998.4,1000.0,99.8,1.0 99838.9
16,,1.0000,19,,1.0000*,1433.6,500.0,286.7,1.0143363.4
16,,1.0000*,21,,1.0000,333.5,500.0,66.7,1.0 33352.2
16,,1.0000*,24,,1.0000,147.6,500.0,29.5,1.0 14764.0
17,,1.0000*,18,,1.0000,342.6,500.0,68.5,1.0 34258.7
17,,1.0000*,27,,1.0000,681.1,500.0,136.2,1.0 68106.9
21,,1.0000,22,,1.0000*,634.3,500.0,126.9,1.0 63426.3
22,,1.0000,23,,1.0000*,78.1,500.0,15.6,1.0  7813.9
23,,1.0000*,24,,1.0000,357.2,500.0,71.4,1.0 35719.4
25,,1.0000*,26,,1.0000,442.5,500.0,88.5,1.0 44246.9
26,,1.0000,27,,1.0000*,407.8,500.0,81.6,1.0 40780.6
26,,1.0000*,28,,1.0000,487.0,500.0,97.4,1.0 48696.3
26,,1.0000*,29,,1.0000,211.6,500.0,42.3,1.0 21158.3
28,,1.0000,29,,1.0000*,746.1,500.0,149.2,1.0 74613.4
