from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,68.6,1000.0,6.9,1.0  6856.3
1,,1.0000,39,,1.0000*,122.3,1000.0,12.2,1.0 12229.7
2,,1.0000,3,,1.0000*,166.3,1000.0,16.6,1.0 16633.2
2,,1.0000,25,,1.0000*,144.3,1000.0,14.4,1.0 14425.3
3,,1.0000*,4,,1.0000,97.7,1000.0,9.8,1.0  9770.2
3,,1.0000,18,,1.0000*,253.2,1000.0,25.3,1.0 25315.8
4,,1.0000*,5,,1.0000,267.8,1000.0,26.8,1.0 26778.1
4,,1.0000,14,,1.0000*,394.8,1000.0,39.5,1.0 39478.4
5,,1.0000,6,,1.0000*,554.9,1000.0,55.5,1.0 55487.5
5,,1.0000*,8,,1.0000,360.5,1000.0,36.1,1.0 36054.2
6,,1.0000*,7,,1.0000,478.6,1000.0,47.9,1.0 47857.3
6,,1.0000,11,,1.0000*,424.1,1000.0,42.4,1.0 42410.6
7,,1.0000,8,,1.0000*,230.7,1000.0,23.1,1.0 23070.8
8,,1.0000*,9,,1.0000,64.6,1000.0,6.5,1.0  6457.4
9,,1.0000,39,,1.0000*,139.6,1000.0,14.0,1.0 13961.9
10,,1.0000*,11,,1.0000,403.1,1000.0,40.3,1.0 40306.3
10,,1.0000,13,,1.0000*,290.2,1000.0,29.0,1.0 29021.8
13,,1.0000,14,,1.0000*,271.8,1000.0,27.2,1.0 27175.5
14,,1.0000,15,,1.0000*,241.6,1000.0,24.2,1.0 24157.6
15,,1.0000,16,,1.0000*,458.9,1000.0,45.9,1.0 45889.1
16,,1.0000,17,,1.0000*,1014.0,1000.0,101.4,1.0101404.2
16,,1.0000,19,,1.0000*,500.3,500.0,100.1,1.0 50031.1
16,,1.0000*,21,,1.0000,989.3,500.0,197.9,1.0 98930.1
16,,1.0000,24,,1.0000*,393.5,500.0,78.7,1.0 39346.0
17,,1.0000*,18,,1.0000,360.3,500.0,72.1,1.0 36032.6
17,,1.0000*,27,,1.0000,682.4,500.0,136.5,1.0 68235.0
21,,1.0000,22,,1.0000*,1256.7,500.0,251.3,1.0125672.7
22,,1.0000*,23,,1.0000,414.6,500.0,82.9,1.0 41456.5
23,,1.0000*,24,,1.0000,714.2,500.0,142.8,1.0 71418.9
25,,1.0000*,26,,1.0000,443.0,500.0,88.6,1.0 44296.6
26,,1.0000,27,,1.0000*,413.7,500.0,82.7,1.0 41374.4
26,,1.0000*,28,,1.0000,486.7,500.0,97.3,1.0 48666.4
26,,1.0000*,29,,1.0000,213.9,500.0,42.8,1.0 21387.2
28,,1.0000,29,,1.0000*,747.7,500.0,149.5,1.0 74773.4
