NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,159.82110595703125,30-1 
31,1 ,750.0,0.0,652.341552734375,800.0,-500.0,459.45001220703125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,91.61235046386719,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,226.60476684570312,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,221.5211181640625,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,633.3524169921875,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,178.04100036621094,36-1 
36,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,36-2 
37,1 ,700.0,0.0,540.0,800.0,-500.0,110.04678344726562,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,267.1952819824219,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,12.313677787780762,39-1 
