from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,72.4,1000.0,7.2,1.0  7237.2
1,,1.0000,39,,1.0000*,139.7,1000.0,14.0,1.0 13970.4
2,,1.0000,3,,1.0000*,136.7,1000.0,13.7,1.0 13673.0
2,,1.0000*,25,,1.0000,222.0,1000.0,22.2,1.0 22198.9
3,,1.0000,4,,1.0000*,426.9,1000.0,42.7,1.0 42692.4
3,,1.0000,18,,1.0000*,195.3,1000.0,19.5,1.0 19534.9
4,,1.0000,5,,1.0000*,708.4,1000.0,70.8,1.0 70844.8
4,,1.0000,14,,1.0000*,230.1,1000.0,23.0,1.0 23008.5
5,,1.0000,6,,1.0000*,1056.5,1000.0,105.6,1.0105648.8
5,,1.0000*,8,,1.0000,367.8,1000.0,36.8,1.0 36775.8
6,,1.0000*,7,,1.0000,574.6,1000.0,57.5,1.0 57460.1
6,,1.0000,11,,1.0000*,101.9,1000.0,10.2,1.0 10185.4
7,,1.0000*,8,,1.0000,326.7,1000.0,32.7,1.0 32672.7
8,,1.0000*,9,,1.0000,162.5,1000.0,16.2,1.0 16247.5
9,,1.0000,39,,1.0000*,190.1,1000.0,19.0,1.0 19014.4
10,,1.0000*,11,,1.0000,72.5,1000.0,7.2,1.0  7248.8
10,,1.0000*,13,,1.0000,607.1,1000.0,60.7,1.0 60709.4
13,,1.0000*,14,,1.0000,626.7,1000.0,62.7,1.0 62665.8
14,,1.0000*,15,,1.0000,396.3,1000.0,39.6,1.0 39633.5
15,,1.0000*,16,,1.0000,143.5,1000.0,14.3,1.0 14348.3
16,,1.0000*,17,,1.0000,567.0,1000.0,56.7,1.0 56704.4
16,,1.0000,19,,1.0000*,459.0,500.0,91.8,1.0 45897.6
16,,1.0000,21,,1.0000*,331.3,500.0,66.3,1.0 33126.4
16,,1.0000*,24,,1.0000,108.5,500.0,21.7,1.0 10853.6
17,,1.0000*,18,,1.0000,58.3,500.0,11.7,1.0  5829.7
17,,1.0000*,27,,1.0000,591.7,500.0,118.3,1.0 59165.4
21,,1.0000,22,,1.0000*,617.5,500.0,123.5,1.0 61750.0
22,,1.0000,23,,1.0000*,75.3,500.0,15.1,1.0  7527.6
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0 35384.9
25,,1.0000*,26,,1.0000,530.3,500.0,106.1,1.0 53026.0
26,,1.0000,27,,1.0000*,308.3,500.0,61.7,1.0 30831.4
26,,1.0000*,28,,1.0000,487.6,500.0,97.5,1.0 48759.7
26,,1.0000*,29,,1.0000,207.8,500.0,41.6,1.0 20776.5
28,,1.0000,29,,1.0000*,743.5,500.0,148.7,1.0 74348.6
