NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,118.7983169555664,30-1 
31,1 ,750.0,0.0,1613.2545166015625,800.0,-500.0,754.5620727539062,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,113.79924774169922,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,117.80160522460938,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,171.0941925048828,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,221.0634002685547,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,106.08116149902344,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,96.42237854003906,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,227.31570434570312,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,27.20603370666504,39-1 
