NUMBER,PU,Angle
1,1.0507383346557617,-0.29716819524765015
2,1.0531511306762695,-0.3081815838813782
3,1.0360509157180786,-0.3165965974330902
4,1.0277787446975708,-0.23403851687908173
5,1.0447111129760742,-0.17632971704006195
6,1.0463076829910278,-0.15601786971092224
7,1.033546805381775,-0.20050311088562012
8,1.0314438343048096,-0.21315644681453705
9,1.0416029691696167,-0.25904569029808044
10,1.0291948318481445,-0.06339230388402939
11,1.032714605331421,-0.09572525322437286
12,1.0157191753387451,-0.09798917174339294
13,1.0246429443359375,-0.09847835451364517
14,1.0215229988098145,-0.18177248537540436
15,1.0139490365982056,-0.2724544107913971
16,1.0265055894851685,-0.2836996912956238
17,1.0225623846054077,-0.3348701298236847
18,1.026408076286316,-0.33540162444114685
19,1.0478947162628174,-0.20267337560653687
20,0.9898034334182739,-0.22743196785449982
21,1.0280518531799316,-0.2414189726114273
22,1.0478090047836304,-0.16344034671783447
23,1.0427331924438477,-0.16691216826438904
24,1.032509207725525,-0.28161415457725525
25,1.035531759262085,-0.32157260179519653
26,1.0129023790359497,-0.48039504885673523
27,1.0095731019973755,-0.434668630361557
28,0.9957358241081238,-0.709382176399231
29,1.0179005861282349,-0.6011645197868347
30,1.0475000143051147,-0.2661258578300476
31,0.9819999933242798,-0.02769487537443638
32,1.0,0.2868044078350067
33,0.9972000122070312,-0.1115330383181572
34,1.0123000144958496,-0.13679878413677216
35,1.049299955368042,-0.07667698711156845
36,1.0635000467300415,-0.02961839735507965
37,1.0277999639511108,-0.20118559896945953
38,1.0264999866485596,-0.475614070892334
39,1.0299999713897705,-0.2896677553653717
