NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,154.40797424316406,30-1 
31,1 ,750.0,0.0,601.4515380859375,800.0,-500.0,455.3872985839844,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,81.51361083984375,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,117.73902130126953,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,171.06524658203125,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,220.99339294433594,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,106.04148864746094,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,35.85347366333008,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,37.88290786743164,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,2.224443197250366,39-1 
39,2 ,400.0,0.0,1000.0,300.0,0.0,2.224443197250366,39-2 
