from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,135.3,1000.0,13.5,1.0 13528.9
1,,1.0000,39,,1.0000*,167.1,1000.0,16.7,1.0 16712.8
2,,1.0000*,3,,1.0000,377.0,1000.0,37.7,1.0 37695.4
2,,1.0000,25,,1.0000*,282.4,1000.0,28.2,1.0 28236.8
3,,1.0000*,4,,1.0000,156.5,1000.0,15.7,1.0 15653.1
3,,1.0000,18,,1.0000*,155.1,1000.0,15.5,1.0 15510.9
4,,1.0000*,5,,1.0000,241.4,1000.0,24.1,1.0 24138.1
4,,1.0000,14,,1.0000*,183.8,1000.0,18.4,1.0 18383.6
5,,1.0000,6,,1.0000*,494.5,1000.0,49.4,1.0 49447.6
5,,1.0000,8,,1.0000*,328.5,1000.0,32.9,1.0 32852.8
6,,1.0000*,7,,1.0000,439.6,1000.0,44.0,1.0 43959.1
6,,1.0000,11,,1.0000*,339.4,1000.0,33.9,1.0 33940.6
7,,1.0000,8,,1.0000*,192.0,1000.0,19.2,1.0 19196.5
8,,1.0000*,9,,1.0000,35.8,1000.0,3.6,1.0  3575.5
9,,1.0000,39,,1.0000*,145.6,1000.0,14.6,1.0 14563.2
10,,1.0000*,11,,1.0000,322.2,1000.0,32.2,1.0 32220.0
10,,1.0000,13,,1.0000*,364.0,1000.0,36.4,1.0 36404.0
13,,1.0000,14,,1.0000*,354.9,1000.0,35.5,1.0 35489.1
14,,1.0000,15,,1.0000*,252.7,1000.0,25.3,1.0 25265.9
15,,1.0000,16,,1.0000*,1154.1,1000.0,115.4,1.0115408.9
16,,1.0000*,17,,1.0000,340.8,1000.0,34.1,1.0 34083.4
16,,1.0000,19,,1.0000*,1442.8,500.0,288.6,1.0144281.4
16,,1.0000*,21,,1.0000,331.9,500.0,66.4,1.0 33187.5
16,,1.0000*,24,,1.0000,140.1,500.0,28.0,1.0 14013.2
17,,1.0000*,18,,1.0000,278.5,500.0,55.7,1.0 27848.3
17,,1.0000*,27,,1.0000,79.3,500.0,15.9,1.0  7933.1
21,,1.0000,22,,1.0000*,630.4,500.0,126.1,1.0 63044.3
22,,1.0000,23,,1.0000*,77.6,500.0,15.5,1.0  7758.5
23,,1.0000*,24,,1.0000,356.1,500.0,71.2,1.0 35608.5
25,,1.0000,26,,1.0000*,82.1,500.0,16.4,1.0  8206.3
26,,1.0000,27,,1.0000*,273.5,500.0,54.7,1.0 27354.7
26,,1.0000,28,,1.0000*,150.3,500.0,30.1,1.0 15027.0
26,,1.0000,29,,1.0000*,201.6,500.0,40.3,1.0 20163.7
28,,1.0000,29,,1.0000*,350.8,500.0,70.2,1.0 35078.5
