from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,388.9,1000.0,38.9,1.0,38893.6
1,,1.0000,39,,1.0000*,401.7,1000.0,40.2,1.0,40171.7
2,,1.0000*,3,,1.0000,700.2,1000.0,70.0,1.0,70018.8
2,,1.0000,25,,1.0000*,90.0,1000.0,9.0,1.0,8996.0
3,,1.0000*,4,,1.0000,87.5,1000.0,8.7,1.0,8747.0
3,,1.0000*,18,,1.0000,285.6,1000.0,28.6,1.0,28558.3
4,,1.0000,5,,1.0000*,442.9,1000.0,44.3,1.0,44292.1
4,,1.0000,14,,1.0000*,49.5,1000.0,5.0,1.0,4953.7
5,,1.0000,6,,1.0000*,477.4,1000.0,47.7,1.0,47737.3
5,,1.0000,8,,1.0000*,185.5,1000.0,18.6,1.0,18554.0
6,,1.0000,7,,1.0000*,272.2,1000.0,27.2,1.0,27223.0
6,,1.0000,11,,1.0000*,151.7,1000.0,15.2,1.0,15169.5
7,,1.0000,8,,1.0000*,110.6,1000.0,11.1,1.0,11058.0
8,,1.0000*,9,,1.0000,520.7,1000.0,52.1,1.0,52075.0
9,,1.0000,39,,1.0000*,529.3,1000.0,52.9,1.0,52930.8
10,,1.0000*,11,,1.0000,135.0,1000.0,13.5,1.0,13503.2
10,,1.0000*,13,,1.0000,545.7,1000.0,54.6,1.0,54569.9
13,,1.0000*,14,,1.0000,557.6,1000.0,55.8,1.0,55762.2
14,,1.0000*,15,,1.0000,571.6,1000.0,57.2,1.0,57160.4
15,,1.0000,16,,1.0000*,777.8,1000.0,77.8,1.0,77780.2
16,,1.0000,17,,1.0000*,269.9,1000.0,27.0,1.0,26992.9
16,,1.0000,19,,1.0000*,460.0,500.0,92.0,1.0,46001.5
16,,1.0000,21,,1.0000*,330.9,500.0,66.2,1.0,33093.5
16,,1.0000*,24,,1.0000,111.3,500.0,22.3,1.0,11131.8
17,,1.0000,18,,1.0000*,127.2,500.0,25.4,1.0,12719.1
17,,1.0000,27,,1.0000*,145.2,500.0,29.0,1.0,14516.8
21,,1.0000,22,,1.0000*,618.4,500.0,123.7,1.0,61843.8
22,,1.0000,23,,1.0000*,75.5,500.0,15.1,1.0,7547.9
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35388.8
25,,1.0000*,26,,1.0000,238.4,500.0,47.7,1.0,23841.9
26,,1.0000*,27,,1.0000,430.0,500.0,86.0,1.0,42999.3
26,,1.0000,28,,1.0000*,149.8,500.0,30.0,1.0,14975.2
26,,1.0000,29,,1.0000*,201.1,500.0,40.2,1.0,20112.7
28,,1.0000,29,,1.0000*,350.6,500.0,70.1,1.0,35064.8
