from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,134.7,1000.0,13.5,1.0 13472.6
1,,1.0000,39,,1.0000*,166.1,1000.0,16.6,1.0 16606.4
2,,1.0000*,3,,1.0000,377.7,1000.0,37.8,1.0 37769.9
2,,1.0000,25,,1.0000*,281.5,1000.0,28.1,1.0 28145.1
3,,1.0000*,4,,1.0000,153.8,1000.0,15.4,1.0 15384.6
3,,1.0000,18,,1.0000*,156.2,1000.0,15.6,1.0 15621.9
4,,1.0000*,5,,1.0000,245.8,1000.0,24.6,1.0 24583.9
4,,1.0000,14,,1.0000*,183.1,1000.0,18.3,1.0 18312.9
5,,1.0000,6,,1.0000*,498.9,1000.0,49.9,1.0 49891.4
5,,1.0000,8,,1.0000*,328.3,1000.0,32.8,1.0 32826.6
6,,1.0000*,7,,1.0000,440.3,1000.0,44.0,1.0 44031.2
6,,1.0000,11,,1.0000*,336.7,1000.0,33.7,1.0 33673.4
7,,1.0000,8,,1.0000*,192.7,1000.0,19.3,1.0 19268.3
8,,1.0000*,9,,1.0000,36.1,1000.0,3.6,1.0  3606.5
9,,1.0000,39,,1.0000*,144.3,1000.0,14.4,1.0 14434.7
10,,1.0000*,11,,1.0000,319.5,1000.0,31.9,1.0 31949.8
10,,1.0000,13,,1.0000*,367.7,1000.0,36.8,1.0 36772.5
13,,1.0000,14,,1.0000*,358.6,1000.0,35.9,1.0 35862.1
14,,1.0000,15,,1.0000*,258.6,1000.0,25.9,1.0 25862.3
15,,1.0000,16,,1.0000*,1149.1,1000.0,114.9,1.0114913.3
16,,1.0000*,17,,1.0000,341.2,1000.0,34.1,1.0 34117.8
16,,1.0000,19,,1.0000*,1432.9,500.0,286.6,1.0143286.7
16,,1.0000*,21,,1.0000,332.6,500.0,66.5,1.0 33259.0
16,,1.0000*,24,,1.0000,143.6,500.0,28.7,1.0 14363.2
17,,1.0000*,18,,1.0000,277.1,500.0,55.4,1.0 27712.5
17,,1.0000*,27,,1.0000,81.8,500.0,16.4,1.0  8175.4
21,,1.0000,22,,1.0000*,632.2,500.0,126.4,1.0 63218.7
22,,1.0000,23,,1.0000*,77.8,500.0,15.6,1.0  7784.3
23,,1.0000*,24,,1.0000,356.6,500.0,71.3,1.0 35657.4
25,,1.0000,26,,1.0000*,83.6,500.0,16.7,1.0  8359.4
26,,1.0000,27,,1.0000*,275.5,500.0,55.1,1.0 27551.5
26,,1.0000,28,,1.0000*,149.9,500.0,30.0,1.0 14991.8
26,,1.0000,29,,1.0000*,201.3,500.0,40.3,1.0 20129.0
28,,1.0000,29,,1.0000*,350.7,500.0,70.1,1.0 35069.1
