NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,29.789661407470703,30-1 
30,2 ,400.0,0.0,1000.0,300.0,0.0,119.15864562988281,30-2 
31,1 ,750.0,0.0,600.0872192382812,800.0,-500.0,433.25738525390625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,71.31737518310547,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,132.95448303222656,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,178.11619567871094,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,238.07669067382812,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,115.7293472290039,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,121.51467895507812,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,69.62491607666016,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,64.68241119384766,39-1 
