from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,271.7,1000.0,27.2,1.0,27166.3
1,,1.0000*,39,,1.0000,259.3,1000.0,25.9,1.0,25930.7
2,,1.0000*,3,,1.0000,600.1,1000.0,60.0,1.0,60009.1
2,,1.0000,25,,1.0000*,718.1,1000.0,71.8,1.0,71807.8
3,,1.0000,4,,1.0000*,500.4,1000.0,50.0,1.0,50036.4
3,,1.0000,18,,1.0000*,240.8,1000.0,24.1,1.0,24077.4
4,,1.0000,5,,1.0000*,373.4,1000.0,37.3,1.0,37337.9
4,,1.0000,14,,1.0000*,329.4,1000.0,32.9,1.0,32941.9
5,,1.0000,6,,1.0000*,890.2,1000.0,89.0,1.0,89021.4
5,,1.0000,8,,1.0000*,222.2,1000.0,22.2,1.0,22222.3
6,,1.0000*,7,,1.0000,423.3,1000.0,42.3,1.0,42327.2
6,,1.0000*,11,,1.0000,599.0,1000.0,59.9,1.0,59898.0
7,,1.0000,8,,1.0000*,175.6,1000.0,17.6,1.0,17561.8
8,,1.0000*,9,,1.0000,156.2,1000.0,15.6,1.0,15619.4
9,,1.0000,39,,1.0000*,192.4,1000.0,19.2,1.0,19236.5
10,,1.0000*,11,,1.0000,568.4,1000.0,56.8,1.0,56838.9
10,,1.0000,13,,1.0000*,147.1,1000.0,14.7,1.0,14710.4
13,,1.0000,14,,1.0000*,115.9,1000.0,11.6,1.0,11586.9
14,,1.0000,15,,1.0000*,297.3,1000.0,29.7,1.0,29734.3
15,,1.0000,16,,1.0000*,594.6,1000.0,59.5,1.0,59463.2
16,,1.0000,17,,1.0000*,237.0,1000.0,23.7,1.0,23702.9
16,,1.0000,19,,1.0000*,472.7,500.0,94.5,1.0,47270.5
16,,1.0000*,21,,1.0000,330.9,500.0,66.2,1.0,33092.9
16,,1.0000*,24,,1.0000,134.6,500.0,26.9,1.0,13456.3
17,,1.0000*,18,,1.0000,384.5,500.0,76.9,1.0,38447.6
17,,1.0000*,27,,1.0000,557.0,500.0,111.4,1.0,55704.6
21,,1.0000,22,,1.0000*,627.8,500.0,125.6,1.0,62779.5
22,,1.0000,23,,1.0000*,77.2,500.0,15.4,1.0,7717.6
23,,1.0000*,24,,1.0000,355.4,500.0,71.1,1.0,35540.7
25,,1.0000*,26,,1.0000,459.0,500.0,91.8,1.0,45895.5
26,,1.0000,27,,1.0000*,785.2,500.0,157.0,1.0,78516.7
26,,1.0000*,28,,1.0000,629.0,500.0,125.8,1.0,62901.9
26,,1.0000,29,,1.0000*,679.3,500.0,135.9,1.0,67932.9
28,,1.0000,29,,1.0000*,842.5,500.0,168.5,1.0,84247.8
