NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,113.35728454589844,30-1 
31,1 ,750.0,0.0,588.9254760742188,800.0,-500.0,493.292724609375,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,183.2158660888672,32-1 
32,2 ,400.0,0.0,1000.0,300.0,0.0,281.8705749511719,32-2 
33,1 ,750.0,0.0,632.0,800.0,-500.0,90.47057342529297,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,158.42959594726562,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,190.3870849609375,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,88.68499755859375,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-19.699472427368164,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,10.402596473693848,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,18.449295043945312,39-1 
