from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,224.0,1000.0,22.4,1.0 22400.6
1,,1.0000,39,,1.0000*,232.0,1000.0,23.2,1.0 23200.5
2,,1.0000,3,,1.0000*,372.6,1000.0,37.3,1.0 37260.8
2,,1.0000,25,,1.0000*,360.8,1000.0,36.1,1.0 36083.8
3,,1.0000*,4,,1.0000,407.5,1000.0,40.8,1.0 40751.9
3,,1.0000,18,,1.0000*,387.1,1000.0,38.7,1.0 38713.9
4,,1.0000,5,,1.0000*,391.9,1000.0,39.2,1.0 39193.2
4,,1.0000,14,,1.0000*,450.2,1000.0,45.0,1.0 45022.4
5,,1.0000,6,,1.0000*,877.2,1000.0,87.7,1.0 87717.9
5,,1.0000,8,,1.0000*,243.3,1000.0,24.3,1.0 24327.3
6,,1.0000*,7,,1.0000,438.3,1000.0,43.8,1.0 43832.1
6,,1.0000*,11,,1.0000,677.3,1000.0,67.7,1.0 67733.9
7,,1.0000,8,,1.0000*,190.7,1000.0,19.1,1.0 19071.2
8,,1.0000*,9,,1.0000,119.6,1000.0,12.0,1.0 11956.9
9,,1.0000,39,,1.0000*,166.6,1000.0,16.7,1.0 16662.4
10,,1.0000*,11,,1.0000,638.2,1000.0,63.8,1.0 63817.2
10,,1.0000,13,,1.0000*,131.2,1000.0,13.1,1.0 13118.2
13,,1.0000,14,,1.0000*,112.3,1000.0,11.2,1.0 11233.8
14,,1.0000*,15,,1.0000,490.6,1000.0,49.1,1.0 49061.0
15,,1.0000,16,,1.0000*,791.8,1000.0,79.2,1.0 79175.8
16,,1.0000,17,,1.0000*,665.6,1000.0,66.6,1.0 66564.6
16,,1.0000,19,,1.0000*,1432.8,500.0,286.6,1.0143280.0
16,,1.0000*,21,,1.0000,332.5,500.0,66.5,1.0 33251.1
16,,1.0000*,24,,1.0000,143.3,500.0,28.7,1.0 14326.8
17,,1.0000*,18,,1.0000,535.3,500.0,107.1,1.0 53527.0
17,,1.0000*,27,,1.0000,145.9,500.0,29.2,1.0 14587.9
21,,1.0000,22,,1.0000*,632.0,500.0,126.4,1.0 63200.2
22,,1.0000,23,,1.0000*,77.8,500.0,15.6,1.0  7781.6
23,,1.0000*,24,,1.0000,356.5,500.0,71.3,1.0 35652.1
25,,1.0000,26,,1.0000*,74.7,500.0,14.9,1.0  7471.4
26,,1.0000,27,,1.0000*,214.0,500.0,42.8,1.0 21404.7
26,,1.0000,28,,1.0000*,149.4,500.0,29.9,1.0 14941.7
26,,1.0000,29,,1.0000*,200.8,500.0,40.2,1.0 20079.4
28,,1.0000,29,,1.0000*,350.6,500.0,70.1,1.0 35056.1
