NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,326.53973388671875,30-1 
31,1 ,750.0,0.0,723.533447265625,800.0,-500.0,512.8977661132812,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,113.93470764160156,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,160.18128967285156,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,190.73402404785156,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,268.6556701660156,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,133.0707550048828,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,113.72930908203125,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,490.3409118652344,38-1 
38,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,38-2 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,103.76748657226562,39-1 
