from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,307.6,1000.0,30.8,1.0,30757.8
1,,1.0000,39,,1.0000*,329.0,1000.0,32.9,1.0,32901.5
2,,1.0000*,3,,1.0000,695.2,1000.0,69.5,1.0,69518.3
2,,1.0000,25,,1.0000*,171.2,1000.0,17.1,1.0,17118.4
3,,1.0000*,4,,1.0000,356.9,1000.0,35.7,1.0,35686.2
3,,1.0000,18,,1.0000*,19.5,1000.0,1.9,1.0,1948.7
4,,1.0000*,5,,1.0000,159.3,1000.0,15.9,1.0,15930.3
4,,1.0000,14,,1.0000*,272.1,1000.0,27.2,1.0,27207.5
5,,1.0000,6,,1.0000*,839.4,1000.0,83.9,1.0,83940.7
5,,1.0000,8,,1.0000*,198.4,1000.0,19.8,1.0,19841.6
6,,1.0000,7,,1.0000*,280.2,1000.0,28.0,1.0,28020.5
6,,1.0000,11,,1.0000*,472.4,1000.0,47.2,1.0,47235.3
7,,1.0000,8,,1.0000*,121.8,1000.0,12.2,1.0,12182.0
8,,1.0000*,9,,1.0000,607.2,1000.0,60.7,1.0,60723.6
9,,1.0000,39,,1.0000*,608.5,1000.0,60.8,1.0,60846.9
10,,1.0000*,11,,1.0000,455.5,1000.0,45.5,1.0,45546.6
10,,1.0000,13,,1.0000*,204.5,1000.0,20.4,1.0,20445.8
13,,1.0000,14,,1.0000*,183.5,1000.0,18.3,1.0,18346.7
14,,1.0000,15,,1.0000*,116.9,1000.0,11.7,1.0,11689.7
15,,1.0000,16,,1.0000*,418.6,1000.0,41.9,1.0,41860.3
16,,1.0000*,17,,1.0000,86.6,1000.0,8.7,1.0,8658.1
16,,1.0000,19,,1.0000*,455.6,500.0,91.1,1.0,45557.4
16,,1.0000,21,,1.0000*,333.7,500.0,66.7,1.0,33367.3
16,,1.0000*,24,,1.0000,95.8,500.0,19.2,1.0,9580.1
17,,1.0000,18,,1.0000*,148.1,500.0,29.6,1.0,14805.8
17,,1.0000,27,,1.0000*,68.4,500.0,13.7,1.0,6843.8
21,,1.0000,22,,1.0000*,613.7,500.0,122.7,1.0,61370.3
22,,1.0000,23,,1.0000*,74.3,500.0,14.9,1.0,7434.4
23,,1.0000*,24,,1.0000,354.1,500.0,70.8,1.0,35406.5
25,,1.0000*,26,,1.0000,159.9,500.0,32.0,1.0,15989.9
26,,1.0000*,27,,1.0000,350.4,500.0,70.1,1.0,35035.2
26,,1.0000,28,,1.0000*,152.6,500.0,30.5,1.0,15258.9
26,,1.0000,29,,1.0000*,203.9,500.0,40.8,1.0,20388.4
28,,1.0000,29,,1.0000*,351.4,500.0,70.3,1.0,35143.6
