from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,118.0,1000.0,11.8,1.0 11795.4
1,,1.0000,39,,1.0000*,160.6,1000.0,16.1,1.0 16061.1
2,,1.0000*,3,,1.0000,366.6,1000.0,36.7,1.0 36664.8
2,,1.0000,25,,1.0000*,259.2,1000.0,25.9,1.0 25922.8
3,,1.0000*,4,,1.0000,66.1,1000.0,6.6,1.0  6612.9
3,,1.0000,18,,1.0000*,92.0,1000.0,9.2,1.0  9195.6
4,,1.0000*,5,,1.0000,234.1,1000.0,23.4,1.0 23412.7
4,,1.0000,14,,1.0000*,259.9,1000.0,26.0,1.0 25994.0
5,,1.0000,6,,1.0000*,510.2,1000.0,51.0,1.0 51023.4
5,,1.0000,8,,1.0000*,338.2,1000.0,33.8,1.0 33821.1
6,,1.0000*,7,,1.0000,449.3,1000.0,44.9,1.0 44926.3
6,,1.0000,11,,1.0000*,369.1,1000.0,36.9,1.0 36907.2
7,,1.0000,8,,1.0000*,201.5,1000.0,20.2,1.0 20151.8
8,,1.0000,9,,1.0000*,25.0,1000.0,2.5,1.0  2498.1
9,,1.0000,39,,1.0000*,152.3,1000.0,15.2,1.0 15226.4
10,,1.0000*,11,,1.0000,352.3,1000.0,35.2,1.0 35229.3
10,,1.0000,13,,1.0000*,323.6,1000.0,32.4,1.0 32356.1
13,,1.0000,14,,1.0000*,313.6,1000.0,31.4,1.0 31360.0
14,,1.0000,15,,1.0000*,147.3,1000.0,14.7,1.0 14730.9
15,,1.0000,16,,1.0000*,262.8,1000.0,26.3,1.0 26280.1
16,,1.0000*,17,,1.0000,224.3,1000.0,22.4,1.0 22431.7
16,,1.0000,19,,1.0000*,1429.9,500.0,286.0,1.0142992.6
16,,1.0000*,21,,1.0000,202.2,500.0,40.4,1.0 20218.9
16,,1.0000,24,,1.0000*,456.0,500.0,91.2,1.0 45598.0
17,,1.0000*,18,,1.0000,187.9,500.0,37.6,1.0 18794.5
17,,1.0000*,27,,1.0000,50.7,500.0,10.1,1.0  5071.9
21,,1.0000*,22,,1.0000,174.8,500.0,35.0,1.0 17476.1
22,,1.0000*,23,,1.0000,569.8,500.0,114.0,1.0 56978.8
23,,1.0000,24,,1.0000*,134.9,500.0,27.0,1.0 13489.8
25,,1.0000,26,,1.0000*,95.2,500.0,19.0,1.0  9518.1
26,,1.0000,27,,1.0000*,288.6,500.0,57.7,1.0 28864.2
26,,1.0000,28,,1.0000*,152.3,500.0,30.5,1.0 15234.2
26,,1.0000,29,,1.0000*,203.6,500.0,40.7,1.0 20364.8
28,,1.0000,29,,1.0000*,351.4,500.0,70.3,1.0 35136.4
