NUMBER,PU,Angle
1,1.0369099378585815,-0.06530541181564331
2,1.0274564027786255,0.021570682525634766
3,1.0259472131729126,-0.12359435111284256
4,1.0427086353302002,-0.1764376312494278
5,1.063778281211853,-0.15674883127212524
6,1.0655477046966553,-0.14657866954803467
7,1.0525273084640503,-0.17677246034145355
8,1.0500175952911377,-0.1825171858072281
9,1.0502865314483643,-0.14430220425128937
10,1.0524547100067139,-0.11761806905269623
11,1.0556707382202148,-0.12785108387470245
12,1.0397096872329712,-0.1311614066362381
13,1.048508644104004,-0.13278299570083618
14,1.0425351858139038,-0.16920655965805054
15,1.0263721942901611,-0.23621033132076263
16,1.0342233180999756,-0.2381238043308258
17,1.0293996334075928,-0.19654954969882965
18,1.02621328830719,-0.17633309960365295
19,1.0507330894470215,-0.1575266420841217
20,0.9913522005081177,-0.18211837112903595
21,1.035598635673523,-0.2624852657318115
22,1.051404595375061,-0.25274020433425903
23,1.0448038578033447,-0.302092581987381
24,1.040285348892212,-0.2621576488018036
25,1.0314157009124756,0.015986647456884384
26,1.0350404977798462,-0.08555696159601212
27,1.024631381034851,-0.15726490318775177
28,1.0413050651550293,-0.023373745381832123
29,1.0438934564590454,0.025251975283026695
30,1.0,0.24924132227897644
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,0.017229454591870308
33,0.9972000122070312,-0.06649951636791229
34,1.0123000144958496,-0.09154876321554184
35,1.049299955368042,-0.1662743091583252
36,1.0635000467300415,-0.41048625111579895
37,1.0277998447418213,0.1367522031068802
38,1.0264999866485596,0.1489492505788803
39,1.0299999713897705,-0.11669253557920456
