NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,104.65179443359375,30-1 
31,1 ,750.0,0.0,577.7111206054688,800.0,-500.0,385.7851867675781,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,24.87788963317871,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,116.88514709472656,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,170.6695556640625,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,119.670654296875,35-1 
35,2 ,400.0,0.0,1000.0,300.0,0.0,184.10870361328125,35-2 
36,1 ,670.0,0.0,560.0,800.0,-500.0,220.70834350585938,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-20.140419006347656,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,15.814167022705078,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-22.98575210571289,39-1 
