Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:35
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    119.0  1000.0    11.9     1.0 11900.6
     1     1           1.0000     1     39     39          1.0000*    1  1    161.7  1000.0    16.2     1.0 16168.7
     2     2           1.0000*    1      3     3           1.0000     1  1    366.3  1000.0    36.6     1.0 36625.7
     2     2           1.0000     1     25     25          1.0000*    1  1    260.2  1000.0    26.0     1.0 26020.4
     3     3           1.0000*    1      4     4           1.0000     1  1     68.6  1000.0     6.9     1.0  6857.9
     3     3           1.0000     1     18     18          1.0000*    1  1     88.6  1000.0     8.9     1.0  8856.2
     4     4           1.0000*    1      5     5           1.0000     1  1    229.5  1000.0    23.0     1.0 22954.7
     4     4           1.0000     1     14     14          1.0000*    1  1    261.0  1000.0    26.1     1.0 26097.4
     5     5           1.0000     1      6     6           1.0000*    1  1    505.8  1000.0    50.6     1.0 50583.9
     5     5           1.0000     1      8     8           1.0000*    1  1    338.5  1000.0    33.8     1.0 33845.8
     6     6           1.0000*    1      7     7           1.0000     1  1    448.5  1000.0    44.9     1.0 44852.0
     6     6           1.0000     1     11     11          1.0000*    1  1    371.8  1000.0    37.2     1.0 37179.7
     7     7           1.0000     1      8     8           1.0000*    1  1    200.8  1000.0    20.1     1.0 20077.7
     8     8           1.0000     1      9     9           1.0000*    1  1     26.3  1000.0     2.6     1.0  2633.3
     9     9           1.0000     1     39     39          1.0000*    1  1    153.4  1000.0    15.3     1.0 15344.2
    10     10          1.0000*    1     11     11          1.0000     1  1    355.0  1000.0    35.5     1.0 35498.1
    10     10          1.0000     1     13     13          1.0000*    1  1    320.1  1000.0    32.0     1.0 32014.6
    13     13          1.0000     1     14     14          1.0000*    1  1    310.2  1000.0    31.0     1.0 31015.2
    14     14          1.0000     1     15     15          1.0000*    1  1    141.8  1000.0    14.2     1.0 14180.7
    15     15          1.0000*    1     16     16          1.0000     1  1    267.5  1000.0    26.7     1.0 26748.1
    16     16          1.0000*    1     17     17          1.0000     1  1    223.4  1000.0    22.3     1.0 22344.1
    16     16          1.0000     1     19     19          1.0000*    1  1   1439.0   500.0   287.8     1.0143902.6
    16     16          1.0000*    1     21     21          1.0000     1  1    200.4   500.0    40.1     1.0 20038.3
    16     16          1.0000     1     24     24          1.0000*    1  1    454.8   500.0    91.0     1.0 45482.3
    17     17          1.0000*    1     18     18          1.0000     1  1    189.3   500.0    37.9     1.0 18925.5
    17     17          1.0000*    1     27     27          1.0000     1  1     47.9   500.0     9.6     1.0  4788.5
    21     21          1.0000*    1     22     22          1.0000     1  1    169.5   500.0    33.9     1.0 16951.8
    22     22          1.0000*    1     23     23          1.0000     1  1    569.6   500.0   113.9     1.0 56964.7
    23     23          1.0000     1     24     24          1.0000*    1  1    133.4   500.0    26.7     1.0 13340.3
    25     25          1.0000     1     26     26          1.0000*    1  1     93.8   500.0    18.8     1.0  9380.9
    26     26          1.0000     1     27     27          1.0000*    1  1    286.9   500.0    57.4     1.0 28693.6
    26     26          1.0000     1     28     28          1.0000*    1  1    152.7   500.0    30.5     1.0 15273.8
    26     26          1.0000     1     29     29          1.0000*    1  1    204.0   500.0    40.8     1.0 20402.7
    28     28          1.0000     1     29     29          1.0000*    1  1    351.5   500.0    70.3     1.0 35148.0
