NUMBER,PU,Angle
1,1.0516307353973389,-0.4730664789676666
2,1.0560203790664673,-0.4706176519393921
3,1.0437673330307007,-0.5208156704902649
4,1.0346057415008545,-0.46557268500328064
5,1.0462696552276611,-0.38560691475868225
6,1.0472553968429565,-0.3616381287574768
7,1.0348249673843384,-0.40597471594810486
8,1.0328788757324219,-0.41857093572616577
9,1.0426684617996216,-0.4519258439540863
10,1.0402235984802246,-0.3637129068374634
11,1.0414990186691284,-0.36383020877838135
12,1.0260107517242432,-0.37749162316322327
13,1.0361062288284302,-0.3894689977169037
14,1.0319544076919556,-0.45333296060562134
15,1.0240294933319092,-0.5707595944404602
16,1.0375622510910034,-0.5940333604812622
17,1.0400841236114502,-0.5729730725288391
18,1.0399587154388428,-0.5603947639465332
19,1.0519609451293945,-0.5136200189590454
20,0.9920222759246826,-0.5381398797035217
21,1.037940263748169,-0.61818528175354
22,1.0526596307754517,-0.6083970069885254
23,1.0461066961288452,-0.657619297504425
24,1.0433266162872314,-0.617913007736206
25,1.0581263303756714,-0.45561251044273376
26,1.0532522201538086,-0.5087952613830566
27,1.040826678276062,-0.5582650899887085
28,1.0507311820983887,-0.44756245613098145
29,1.0503602027893066,-0.3994365334510803
30,1.0475000143051147,-0.42867621779441833
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.22727005183696747
33,0.9972000122070312,-0.4226416349411011
34,1.0123000144958496,-0.4475977122783661
35,1.049299955368042,-0.5220344662666321
36,1.0635000467300415,-0.7658542394638062
37,1.0277999639511108,-0.3372496962547302
38,1.0264999866485596,-0.27618616819381714
39,1.0299999713897705,-0.4739643335342407
