NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,326.6582336425781,30-1 
31,1 ,750.0,0.0,658.8364868164062,800.0,-500.0,422.85595703125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,47.857879638671875,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,108.50401306152344,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,166.7858123779297,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,205.68109130859375,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,107.9166030883789,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,64.60060119628906,37-1 
37,2 ,400.0,0.0,1000.0,300.0,0.0,119.63072967529297,37-2 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,66.66871643066406,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,59.85128402709961,39-1 
