NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,121.05622100830078,30-1 
31,1 ,750.0,0.0,1582.39501953125,800.0,-500.0,744.7636108398438,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,111.25557708740234,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,94.07376861572266,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,160.0991668701172,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,194.43063354492188,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,90.97802734375,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-12.756474494934082,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,14.07917594909668,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,22.726438522338867,39-1 
