from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,101.3,1000.0,10.1
1,,1.0000,39,,1.0000*,152.6,1000.0,15.3
2,,1.0000*,3,,1.0000,390.0,1000.0,39.0
2,,1.0000,25,,1.0000*,261.8,1000.0,26.2
3,,1.0000,4,,1.0000*,115.1,1000.0,11.5
3,,1.0000,18,,1.0000*,61.8,1000.0,6.2
4,,1.0000,5,,1.0000*,515.0,1000.0,51.5
4,,1.0000,14,,1.0000*,385.9,1000.0,38.6
5,,1.0000,6,,1.0000*,806.2,1000.0,80.6
5,,1.0000,8,,1.0000*,320.2,1000.0,32.0
6,,1.0000*,7,,1.0000,486.8,1000.0,48.7
6,,1.0000,11,,1.0000*,248.6,1000.0,24.9
7,,1.0000,8,,1.0000*,239.1,1000.0,23.9
8,,1.0000*,9,,1.0000,29.1,1000.0,2.9
9,,1.0000,39,,1.0000*,144.8,1000.0,14.5
10,,1.0000*,11,,1.0000,240.9,1000.0,24.1
10,,1.0000*,13,,1.0000,425.6,1000.0,42.6
13,,1.0000*,14,,1.0000,429.1,1000.0,42.9
14,,1.0000,15,,1.0000*,80.6,1000.0,8.1
15,,1.0000*,16,,1.0000,289.9,1000.0,29.0
16,,1.0000*,17,,1.0000,223.6,1000.0,22.4
16,,1.0000,19,,1.0000*,454.8,500.0,91.0
16,,1.0000,21,,1.0000*,335.3,500.0,67.1
16,,1.0000*,24,,1.0000,89.8,500.0,18.0
17,,1.0000*,18,,1.0000,206.6,500.0,41.3
17,,1.0000*,27,,1.0000,26.1,500.0,5.2
21,,1.0000,22,,1.0000*,612.2,500.0,122.4
22,,1.0000,23,,1.0000*,73.9,500.0,14.8
23,,1.0000*,24,,1.0000,354.4,500.0,70.9
25,,1.0000,26,,1.0000*,85.8,500.0,17.2
26,,1.0000,27,,1.0000*,277.7,500.0,55.5
26,,1.0000,28,,1.0000*,155.6,500.0,31.1
26,,1.0000,29,,1.0000*,206.7,500.0,41.3
28,,1.0000,29,,1.0000*,352.4,500.0,70.5
