from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,352.0,1000.0,35.2,1.0,35202.6
1,,1.0000,39,,1.0000*,367.9,1000.0,36.8,1.0,36793.6
2,,1.0000*,3,,1.0000,740.5,1000.0,74.0,1.0,74045.9
2,,1.0000,25,,1.0000*,165.3,1000.0,16.5,1.0,16534.4
3,,1.0000*,4,,1.0000,422.4,1000.0,42.2,1.0,42235.2
3,,1.0000*,18,,1.0000,19.0,1000.0,1.9,1.0,1898.2
4,,1.0000,5,,1.0000*,617.0,1000.0,61.7,1.0,61700.9
4,,1.0000,14,,1.0000*,480.4,1000.0,48.0,1.0,48042.3
5,,1.0000,6,,1.0000*,620.0,1000.0,62.0,1.0,62000.3
5,,1.0000,8,,1.0000*,182.0,1000.0,18.2,1.0,18204.4
6,,1.0000,7,,1.0000*,274.4,1000.0,27.4,1.0,27438.7
6,,1.0000,11,,1.0000*,254.9,1000.0,25.5,1.0,25493.8
7,,1.0000,8,,1.0000*,116.2,1000.0,11.6,1.0,11620.2
8,,1.0000*,9,,1.0000,558.0,1000.0,55.8,1.0,55796.0
9,,1.0000,39,,1.0000*,563.1,1000.0,56.3,1.0,56313.0
10,,1.0000*,11,,1.0000,250.2,1000.0,25.0,1.0,25018.6
10,,1.0000*,13,,1.0000,412.5,1000.0,41.2,1.0,41246.0
13,,1.0000*,14,,1.0000,412.2,1000.0,41.2,1.0,41216.6
14,,1.0000,15,,1.0000*,92.3,1000.0,9.2,1.0,9232.7
15,,1.0000,16,,1.0000*,401.8,1000.0,40.2,1.0,40182.1
16,,1.0000*,17,,1.0000,104.3,1000.0,10.4,1.0,10434.2
16,,1.0000,19,,1.0000*,456.3,500.0,91.3,1.0,45634.8
16,,1.0000,21,,1.0000*,332.8,500.0,66.6,1.0,33280.2
16,,1.0000*,24,,1.0000,99.6,500.0,19.9,1.0,9957.8
17,,1.0000,18,,1.0000*,170.9,500.0,34.2,1.0,17089.5
17,,1.0000,27,,1.0000*,69.6,500.0,13.9,1.0,6955.7
21,,1.0000,22,,1.0000*,614.7,500.0,122.9,1.0,61474.4
22,,1.0000,23,,1.0000*,74.6,500.0,14.9,1.0,7462.1
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35393.2
25,,1.0000*,26,,1.0000,162.1,500.0,32.4,1.0,16214.9
26,,1.0000*,27,,1.0000,353.1,500.0,70.6,1.0,35311.3
26,,1.0000,28,,1.0000*,151.7,500.0,30.3,1.0,15166.1
26,,1.0000,29,,1.0000*,203.0,500.0,40.6,1.0,20299.2
28,,1.0000,29,,1.0000*,351.2,500.0,70.2,1.0,35116.9
