NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,33.38890838623047,30-1 
30,2 ,400.0,0.0,1000.0,300.0,0.0,133.55563354492188,30-2 
31,1 ,750.0,0.0,596.7268676757812,800.0,-500.0,457.8250427246094,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,84.70386505126953,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,114.44722747802734,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,169.53982543945312,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,217.29803466796875,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,103.94588470458984,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,113.08706665039062,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,58.88996887207031,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,90.15766143798828,39-1 
