from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,211.5,1000.0,21.1,1.0,21148.2
1,,1.0000,39,,1.0000*,195.2,1000.0,19.5,1.0,19519.5
2,,1.0000,3,,1.0000*,862.6,1000.0,86.3,1.0,86258.3
2,,1.0000,25,,1.0000*,946.9,1000.0,94.7,1.0,94689.7
3,,1.0000*,4,,1.0000,230.6,1000.0,23.1,1.0,23058.0
3,,1.0000*,18,,1.0000,327.7,1000.0,32.8,1.0,32772.2
4,,1.0000*,5,,1.0000,275.3,1000.0,27.5,1.0,27534.1
4,,1.0000,14,,1.0000*,82.6,1000.0,8.3,1.0,8256.9
5,,1.0000,6,,1.0000*,495.4,1000.0,49.5,1.0,49535.8
5,,1.0000,8,,1.0000*,297.1,1000.0,29.7,1.0,29710.1
6,,1.0000*,7,,1.0000,413.5,1000.0,41.3,1.0,41349.3
6,,1.0000,11,,1.0000*,277.6,1000.0,27.8,1.0,27763.3
7,,1.0000,8,,1.0000*,166.1,1000.0,16.6,1.0,16614.4
8,,1.0000,9,,1.0000*,88.9,1000.0,8.9,1.0,8886.3
9,,1.0000,39,,1.0000*,169.8,1000.0,17.0,1.0,16984.8
10,,1.0000*,11,,1.0000,265.2,1000.0,26.5,1.0,26518.8
10,,1.0000*,13,,1.0000,410.9,1000.0,41.1,1.0,41091.6
13,,1.0000*,14,,1.0000,409.8,1000.0,41.0,1.0,40976.2
14,,1.0000,15,,1.0000*,330.0,1000.0,33.0,1.0,33000.8
15,,1.0000*,16,,1.0000,88.2,1000.0,8.8,1.0,8821.0
16,,1.0000,17,,1.0000*,514.3,1000.0,51.4,1.0,51428.7
16,,1.0000,19,,1.0000*,561.2,500.0,112.2,1.0,56124.3
16,,1.0000,21,,1.0000*,330.9,500.0,66.2,1.0,33090.1
16,,1.0000*,24,,1.0000,111.6,500.0,22.3,1.0,11163.5
17,,1.0000,18,,1.0000*,176.0,500.0,35.2,1.0,17600.0
17,,1.0000,27,,1.0000*,346.3,500.0,69.3,1.0,34633.5
21,,1.0000,22,,1.0000*,618.5,500.0,123.7,1.0,61854.7
22,,1.0000,23,,1.0000*,75.5,500.0,15.1,1.0,7550.3
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35389.4
25,,1.0000*,26,,1.0000,441.6,500.0,88.3,1.0,44156.1
26,,1.0000*,27,,1.0000,628.6,500.0,125.7,1.0,62864.4
26,,1.0000*,28,,1.0000,147.1,500.0,29.4,1.0,14709.6
26,,1.0000,29,,1.0000*,196.8,500.0,39.4,1.0,19682.5
28,,1.0000,29,,1.0000*,349.7,500.0,69.9,1.0,34972.7
