from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,405.0,1000.0,40.5,1.0,40503.3
1,,1.0000,39,,1.0000*,416.8,1000.0,41.7,1.0,41676.3
2,,1.0000*,3,,1.0000,691.7,1000.0,69.2,1.0,69173.6
2,,1.0000,25,,1.0000*,69.0,1000.0,6.9,1.0,6901.6
3,,1.0000*,4,,1.0000,23.4,1000.0,2.3,1.0,2335.9
3,,1.0000*,18,,1.0000,372.7,1000.0,37.3,1.0,37270.2
4,,1.0000,5,,1.0000*,452.3,1000.0,45.2,1.0,45227.6
4,,1.0000,14,,1.0000*,75.9,1000.0,7.6,1.0,7591.3
5,,1.0000,6,,1.0000*,495.2,1000.0,49.5,1.0,49520.9
5,,1.0000,8,,1.0000*,189.1,1000.0,18.9,1.0,18911.1
6,,1.0000,7,,1.0000*,278.4,1000.0,27.8,1.0,27840.8
6,,1.0000,11,,1.0000*,169.3,1000.0,16.9,1.0,16925.1
7,,1.0000,8,,1.0000*,107.8,1000.0,10.8,1.0,10776.3
8,,1.0000*,9,,1.0000,505.9,1000.0,50.6,1.0,50592.7
9,,1.0000,39,,1.0000*,516.3,1000.0,51.6,1.0,51628.3
10,,1.0000*,11,,1.0000,158.9,1000.0,15.9,1.0,15885.8
10,,1.0000*,13,,1.0000,513.3,1000.0,51.3,1.0,51334.8
13,,1.0000*,14,,1.0000,524.3,1000.0,52.4,1.0,52434.0
14,,1.0000*,15,,1.0000,454.1,1000.0,45.4,1.0,45409.4
15,,1.0000*,16,,1.0000,179.1,1000.0,17.9,1.0,17912.0
16,,1.0000,17,,1.0000*,379.6,1000.0,38.0,1.0,37955.5
16,,1.0000*,19,,1.0000,556.7,500.0,111.3,1.0,55675.0
16,,1.0000,21,,1.0000*,332.2,500.0,66.4,1.0,33221.4
16,,1.0000*,24,,1.0000,102.5,500.0,20.5,1.0,10252.9
17,,1.0000,18,,1.0000*,214.7,500.0,42.9,1.0,21466.9
17,,1.0000,27,,1.0000*,170.1,500.0,34.0,1.0,17008.8
21,,1.0000,22,,1.0000*,615.6,500.0,123.1,1.0,61560.7
22,,1.0000,23,,1.0000*,74.8,500.0,15.0,1.0,7483.7
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35386.9
25,,1.0000*,26,,1.0000,262.3,500.0,52.5,1.0,26234.2
26,,1.0000*,27,,1.0000,452.0,500.0,90.4,1.0,45203.5
26,,1.0000,28,,1.0000*,150.3,500.0,30.1,1.0,15026.0
26,,1.0000,29,,1.0000*,201.6,500.0,40.3,1.0,20162.7
28,,1.0000,29,,1.0000*,350.8,500.0,70.2,1.0,35078.2
