from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,232.8,1000.0,23.3,1.0 23278.5
1,,1.0000,39,,1.0000*,225.8,1000.0,22.6,1.0 22581.9
2,,1.0000*,3,,1.0000,1009.5,1000.0,101.0,1.0100950.9
2,,1.0000*,25,,1.0000,72.9,1000.0,7.3,1.0  7293.2
3,,1.0000*,4,,1.0000,277.2,1000.0,27.7,1.0 27724.7
3,,1.0000*,18,,1.0000,418.1,1000.0,41.8,1.0 41811.8
4,,1.0000*,5,,1.0000,249.7,1000.0,25.0,1.0 24971.7
4,,1.0000,14,,1.0000*,61.4,1000.0,6.1,1.0  6135.7
5,,1.0000,6,,1.0000*,451.3,1000.0,45.1,1.0 45130.5
5,,1.0000,8,,1.0000*,287.9,1000.0,28.8,1.0 28790.4
6,,1.0000*,7,,1.0000,397.3,1000.0,39.7,1.0 39728.3
6,,1.0000,11,,1.0000*,287.0,1000.0,28.7,1.0 28700.8
7,,1.0000,8,,1.0000*,150.4,1000.0,15.0,1.0 15037.6
8,,1.0000,9,,1.0000*,117.8,1000.0,11.8,1.0 11782.1
9,,1.0000,39,,1.0000*,188.3,1000.0,18.8,1.0 18827.4
10,,1.0000*,11,,1.0000,274.0,1000.0,27.4,1.0 27404.2
10,,1.0000*,13,,1.0000,402.2,1000.0,40.2,1.0 40217.6
13,,1.0000*,14,,1.0000,400.5,1000.0,40.0,1.0 40046.1
14,,1.0000,15,,1.0000*,342.5,1000.0,34.2,1.0 34246.3
15,,1.0000*,16,,1.0000,90.9,1000.0,9.1,1.0  9091.7
16,,1.0000,17,,1.0000*,499.3,1000.0,49.9,1.0 49929.8
16,,1.0000,19,,1.0000*,559.8,500.0,112.0,1.0 55982.1
16,,1.0000,21,,1.0000*,331.2,500.0,66.2,1.0 33117.6
16,,1.0000*,24,,1.0000,109.2,500.0,21.8,1.0 10922.4
17,,1.0000,18,,1.0000*,264.0,500.0,52.8,1.0 26404.1
17,,1.0000,27,,1.0000*,242.7,500.0,48.5,1.0 24269.1
21,,1.0000,22,,1.0000*,617.7,500.0,123.5,1.0 61772.8
22,,1.0000,23,,1.0000*,75.3,500.0,15.1,1.0  7532.6
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35385.5
25,,1.0000*,26,,1.0000,336.9,500.0,67.4,1.0 33685.9
26,,1.0000*,27,,1.0000,522.5,500.0,104.5,1.0 52250.6
26,,1.0000*,28,,1.0000,146.5,500.0,29.3,1.0 14649.9
26,,1.0000,29,,1.0000*,197.4,500.0,39.5,1.0 19741.2
28,,1.0000,29,,1.0000*,349.8,500.0,70.0,1.0 34982.1
