Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:33
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1     48.4  1000.0     4.8     1.0  4838.7
     1     1           1.0000     1     39     39          1.0000*    1  1    127.5  1000.0    12.8     1.0 12750.5
     2     2           1.0000*    1      3     3           1.0000     1  1    375.9  1000.0    37.6     1.0 37594.0
     2     2           1.0000     1     25     25          1.0000*    1  1    156.0  1000.0    15.6     1.0 15597.5
     3     3           1.0000     1      4     4           1.0000*    1  1    286.3  1000.0    28.6     1.0 28628.1
     3     3           1.0000*    1     18     18          1.0000     1  1    326.0  1000.0    32.6     1.0 32595.7
     4     4           1.0000     1      5     5           1.0000*    1  1    687.6  1000.0    68.8     1.0 68764.0
     4     4           1.0000     1     14     14          1.0000*    1  1    105.3  1000.0    10.5     1.0 10531.2
     5     5           1.0000     1      6     6           1.0000*    1  1   1011.4  1000.0   101.1     1.0101137.2
     5     5           1.0000     1      8     8           1.0000*    1  1    340.4  1000.0    34.0     1.0 34040.9
     6     6           1.0000*    1      7     7           1.0000     1  1    542.2  1000.0    54.2     1.0 54218.3
     6     6           1.0000     1     11     11          1.0000*    1  1     86.0  1000.0     8.6     1.0  8600.1
     7     7           1.0000*    1      8     8           1.0000     1  1    295.5  1000.0    29.5     1.0 29548.8
     8     8           1.0000*    1      9     9           1.0000     1  1    111.9  1000.0    11.2     1.0 11191.2
     9     9           1.0000     1     39     39          1.0000*    1  1    145.9  1000.0    14.6     1.0 14592.9
    10     10          1.0000*    1     11     11          1.0000     1  1     34.5  1000.0     3.5     1.0  3450.7
    10     10          1.0000*    1     13     13          1.0000     1  1    653.6  1000.0    65.4     1.0 65359.5
    13     13          1.0000*    1     14     14          1.0000     1  1    678.0  1000.0    67.8     1.0 67796.5
    14     14          1.0000*    1     15     15          1.0000     1  1    575.3  1000.0    57.5     1.0 57535.0
    15     15          1.0000*    1     16     16          1.0000     1  1    302.5  1000.0    30.3     1.0 30252.1
    16     16          1.0000*    1     17     17          1.0000     1  1    259.8  1000.0    26.0     1.0 25978.0
    16     16          1.0000*    1     19     19          1.0000     1  1    557.7   500.0   111.5     1.0 55766.8
    16     16          1.0000     1     21     21          1.0000*    1  1    331.8   500.0    66.4     1.0 33180.5
    16     16          1.0000*    1     24     24          1.0000     1  1    104.9   500.0    21.0     1.0 10486.9
    17     17          1.0000     1     18     18          1.0000*    1  1    167.6   500.0    33.5     1.0 16758.1
    17     17          1.0000*    1     27     27          1.0000     1  1     94.4   500.0    18.9     1.0  9436.5
    21     21          1.0000     1     22     22          1.0000*    1  1    616.3   700.0    88.0     1.0 61632.2
    22     22          1.0000     1     23     23          1.0000*    1  1     75.0   500.0    15.0     1.0  7500.8
    23     23          1.0000*    1     24     24          1.0000     1  1    353.8   500.0    70.8     1.0 35384.4
    25     25          1.0000*    1     26     26          1.0000     1  1    185.8   500.0    37.2     1.0 18582.6
    26     26          1.0000*    1     27     27          1.0000     1  1    379.3   500.0    75.9     1.0 37929.4
    26     26          1.0000     1     28     28          1.0000*    1  1    152.1   500.0    30.4     1.0 15206.4
    26     26          1.0000     1     29     29          1.0000*    1  1    203.4   500.0    40.7     1.0 20338.0
    28     28          1.0000     1     29     29          1.0000*    1  1    351.3   500.0    70.3     1.0 35128.4
