NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,291.2032165527344,30-1 
31,1 ,750.0,0.0,710.0595703125,800.0,-500.0,452.848388671875,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,72.17434692382812,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,202.2866668701172,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,210.2490692138672,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,268.2407531738281,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,132.83546447753906,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,110.57460021972656,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,497.4536437988281,38-1 
38,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,38-2 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,51.403663635253906,39-1 
