NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,331.5059814453125,30-1 
31,1 ,750.0,0.0,664.5457763671875,800.0,-500.0,428.3392028808594,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,52.98768997192383,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,159.99551391601562,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,190.64796447753906,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,221.63890075683594,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,106.40775299072266,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,65.85597229003906,37-1 
37,2 ,400.0,0.0,1000.0,300.0,0.0,121.95550537109375,37-2 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,70.2795639038086,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,62.82033157348633,39-1 
