NUMBER,PU,Angle
1,1.0252165794372559,0.03559590503573418
2,1.0490198135375977,-0.11710949242115021
3,1.0405269861221313,-0.21252883970737457
4,1.0426095724105835,-0.2109033614397049
5,1.0574992895126343,-0.16041846573352814
6,1.0595344305038452,-0.14906057715415955
7,1.0427113771438599,-0.16569872200489044
8,1.038316011428833,-0.16436392068862915
9,1.0183497667312622,0.008791783824563026
10,1.048845648765564,-0.13404202461242676
11,1.0513343811035156,-0.13972137868404388
12,1.035667896270752,-0.14765381813049316
13,1.0450012683868408,-0.15391048789024353
14,1.0401197671890259,-0.20251159369945526
15,1.0257740020751953,-0.29389533400535583
16,1.0352319478988647,-0.3063325881958008
17,1.0362930297851562,-0.27480265498161316
18,1.0362322330474854,-0.25840261578559875
19,1.0447977781295776,-0.4067246615886688
20,0.9881134033203125,-0.4316668212413788
21,1.0341944694519043,-0.26449915766716003
22,1.0510982275009155,-0.18706852197647095
23,1.0461376905441284,-0.19052179157733917
24,1.0404630899429321,-0.30424395203590393
25,1.049787998199463,-0.11067257821559906
26,1.0469173192977905,-0.18735799193382263
27,1.035030484199524,-0.24773773550987244
28,1.047452688217163,-0.12579868733882904
29,1.048111081123352,-0.07750026881694794
30,1.0475000143051147,-0.07488798350095749
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,0.0012723443796858191
33,0.9972000122070312,-0.31546011567115784
34,1.0123000144958496,-0.34096401929855347
35,1.049299955368042,-0.10057731717824936
36,1.0635000467300415,-0.053616806864738464
37,1.0277999639511108,0.008427119813859463
38,1.0264999866485596,0.04590490087866783
39,1.0,0.13286662101745605
