from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,81.5,1000.0,8.2
1,,1.0000,39,,1.0000*,144.4,1000.0,14.4
2,,1.0000*,3,,1.0000,367.7,1000.0,36.8
2,,1.0000,25,,1.0000*,213.8,1000.0,21.4
3,,1.0000,4,,1.0000*,101.5,1000.0,10.1
3,,1.0000,18,,1.0000*,145.7,1000.0,14.6
4,,1.0000,5,,1.0000*,428.1,1000.0,42.8
4,,1.0000,14,,1.0000*,185.2,1000.0,18.5
5,,1.0000,6,,1.0000*,742.8,1000.0,74.3
5,,1.0000,8,,1.0000*,342.0,1000.0,34.2
6,,1.0000*,7,,1.0000,492.6,1000.0,49.3
6,,1.0000,11,,1.0000*,206.2,1000.0,20.6
7,,1.0000,8,,1.0000*,244.8,1000.0,24.5
8,,1.0000*,9,,1.0000,46.0,1000.0,4.6
9,,1.0000,39,,1.0000*,154.0,1000.0,15.4
10,,1.0000*,11,,1.0000,197.2,1000.0,19.7
10,,1.0000*,13,,1.0000,473.5,1000.0,47.3
13,,1.0000*,14,,1.0000,482.7,1000.0,48.3
14,,1.0000,15,,1.0000*,301.7,1000.0,30.2
15,,1.0000*,16,,1.0000,109.9,1000.0,11.0
16,,1.0000*,17,,1.0000,46.6,1000.0,4.7
16,,1.0000*,19,,1.0000,72.0,500.0,14.4
16,,1.0000,21,,1.0000*,336.4,500.0,67.3
16,,1.0000*,24,,1.0000,86.6,500.0,17.3
17,,1.0000*,18,,1.0000,20.8,500.0,4.2
17,,1.0000,27,,1.0000*,46.5,500.0,9.3
21,,1.0000,22,,1.0000*,611.5,500.0,122.3
22,,1.0000,23,,1.0000*,73.7,500.0,14.7
23,,1.0000*,24,,1.0000,354.6,500.0,70.9
25,,1.0000*,26,,1.0000,133.5,500.0,26.7
26,,1.0000,27,,1.0000*,324.8,500.0,65.0
26,,1.0000,28,,1.0000*,155.7,500.0,31.1
26,,1.0000,29,,1.0000*,206.8,500.0,41.4
28,,1.0000,29,,1.0000*,352.4,500.0,70.5
