from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,51.3,1000.0,5.1,1.0  5125.9
1,,1.0000,39,,1.0000*,130.3,1000.0,13.0,1.0 13027.7
2,,1.0000*,3,,1.0000,373.5,1000.0,37.4,1.0 37353.4
2,,1.0000,25,,1.0000*,158.6,1000.0,15.9,1.0 15858.4
3,,1.0000,4,,1.0000*,282.4,1000.0,28.2,1.0 28235.9
3,,1.0000*,18,,1.0000,324.9,1000.0,32.5,1.0 32493.3
4,,1.0000,5,,1.0000*,689.6,1000.0,69.0,1.0 68964.6
4,,1.0000,14,,1.0000*,107.0,1000.0,10.7,1.0 10702.6
5,,1.0000,6,,1.0000*,1010.3,1000.0,101.0,1.0101031.8
5,,1.0000,8,,1.0000*,341.9,1000.0,34.2,1.0 34190.0
6,,1.0000*,7,,1.0000,543.6,1000.0,54.4,1.0 54357.5
6,,1.0000,11,,1.0000*,113.6,1000.0,11.4,1.0 11356.1
7,,1.0000,8,,1.0000*,295.8,1000.0,29.6,1.0 29584.7
8,,1.0000*,9,,1.0000,104.8,1000.0,10.5,1.0 10482.9
9,,1.0000,39,,1.0000*,157.7,1000.0,15.8,1.0 15769.7
10,,1.0000*,11,,1.0000,63.3,1000.0,6.3,1.0  6330.9
10,,1.0000*,13,,1.0000,652.3,1000.0,65.2,1.0 65230.1
13,,1.0000*,14,,1.0000,676.7,1000.0,67.7,1.0 67665.2
14,,1.0000*,15,,1.0000,574.7,1000.0,57.5,1.0 57474.4
15,,1.0000*,16,,1.0000,297.1,1000.0,29.7,1.0 29714.3
16,,1.0000*,17,,1.0000,258.1,1000.0,25.8,1.0 25808.3
16,,1.0000,19,,1.0000*,557.7,500.0,111.5,1.0 55765.2
16,,1.0000,21,,1.0000*,332.9,500.0,66.6,1.0 33289.8
16,,1.0000*,24,,1.0000,99.1,500.0,19.8,1.0  9913.4
17,,1.0000,18,,1.0000*,166.5,500.0,33.3,1.0 16646.4
17,,1.0000,27,,1.0000*,94.3,500.0,18.9,1.0  9430.2
21,,1.0000,22,,1.0000*,614.6,500.0,122.9,1.0 61461.8
22,,1.0000,23,,1.0000*,74.6,500.0,14.9,1.0  7458.9
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35394.5
25,,1.0000*,26,,1.0000,185.7,500.0,37.1,1.0 18574.8
26,,1.0000*,27,,1.0000,378.1,500.0,75.6,1.0 37809.4
26,,1.0000,28,,1.0000*,152.9,500.0,30.6,1.0 15292.0
26,,1.0000,29,,1.0000*,204.2,500.0,40.8,1.0 20420.1
28,,1.0000,29,,1.0000*,351.5,500.0,70.3,1.0 35153.4
