from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,49.1,1000.0,4.9,1.0  4913.3
1,,1.0000,39,,1.0000*,128.2,1000.0,12.8,1.0 12821.3
2,,1.0000*,3,,1.0000,375.3,1000.0,37.5,1.0 37534.7
2,,1.0000,25,,1.0000*,156.5,1000.0,15.6,1.0 15645.4
3,,1.0000,4,,1.0000*,285.6,1000.0,28.6,1.0 28557.6
3,,1.0000*,18,,1.0000,325.1,1000.0,32.5,1.0 32509.1
4,,1.0000,5,,1.0000*,686.4,1000.0,68.6,1.0 68637.4
4,,1.0000,14,,1.0000*,105.1,1000.0,10.5,1.0 10514.8
5,,1.0000,6,,1.0000*,1010.3,1000.0,101.0,1.0101030.0
5,,1.0000,8,,1.0000*,340.6,1000.0,34.1,1.0 34057.3
6,,1.0000*,7,,1.0000,542.0,1000.0,54.2,1.0 54196.6
6,,1.0000,11,,1.0000*,85.6,1000.0,8.6,1.0  8559.8
7,,1.0000*,8,,1.0000,295.2,1000.0,29.5,1.0 29523.9
8,,1.0000*,9,,1.0000,111.1,1000.0,11.1,1.0 11114.6
9,,1.0000,39,,1.0000*,146.6,1000.0,14.7,1.0 14656.0
10,,1.0000*,11,,1.0000,34.5,1000.0,3.5,1.0  3453.4
10,,1.0000*,13,,1.0000,652.7,1000.0,65.3,1.0 65273.3
13,,1.0000*,14,,1.0000,677.3,1000.0,67.7,1.0 67727.5
14,,1.0000*,15,,1.0000,574.3,1000.0,57.4,1.0 57434.0
15,,1.0000*,16,,1.0000,303.8,1000.0,30.4,1.0 30377.7
16,,1.0000*,17,,1.0000,258.2,1000.0,25.8,1.0 25824.9
16,,1.0000,19,,1.0000*,559.3,500.0,111.9,1.0 55930.1
16,,1.0000,21,,1.0000*,332.3,500.0,66.5,1.0 33233.1
16,,1.0000*,24,,1.0000,101.9,500.0,20.4,1.0 10190.6
17,,1.0000,18,,1.0000*,167.1,500.0,33.4,1.0 16711.0
17,,1.0000,27,,1.0000*,93.8,500.0,18.8,1.0  9382.1
21,,1.0000,22,,1.0000*,615.4,700.0,87.9,1.0 61542.1
22,,1.0000,23,,1.0000*,74.8,500.0,15.0,1.0  7479.2
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35387.9
25,,1.0000*,26,,1.0000,185.8,500.0,37.2,1.0 18576.1
26,,1.0000*,27,,1.0000,378.6,500.0,75.7,1.0 37864.8
26,,1.0000,28,,1.0000*,152.4,500.0,30.5,1.0 15240.0
26,,1.0000,29,,1.0000*,203.7,500.0,40.7,1.0 20370.3
28,,1.0000,29,,1.0000*,351.4,500.0,70.3,1.0 35138.1
