from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,125.5,1000.0,12.6,1.0,12554.4
1,,1.0000,39,,1.0000*,169.6,1000.0,17.0,1.0,16961.9
2,,1.0000*,3,,1.0000,365.0,1000.0,36.5,1.0,36499.1
2,,1.0000,25,,1.0000*,265.7,1000.0,26.6,1.0,26565.3
3,,1.0000*,4,,1.0000,80.8,1000.0,8.1,1.0,8077.9
3,,1.0000,18,,1.0000*,58.0,1000.0,5.8,1.0,5802.3
4,,1.0000*,5,,1.0000,199.6,1000.0,20.0,1.0,19964.8
4,,1.0000,14,,1.0000*,265.6,1000.0,26.6,1.0,26558.3
5,,1.0000,6,,1.0000*,483.2,1000.0,48.3,1.0,48322.8
5,,1.0000,8,,1.0000*,341.1,1000.0,34.1,1.0,34105.5
6,,1.0000*,7,,1.0000,445.0,1000.0,44.5,1.0,44498.4
6,,1.0000,11,,1.0000*,384.8,1000.0,38.5,1.0,38476.2
7,,1.0000,8,,1.0000*,197.3,1000.0,19.7,1.0,19727.1
8,,1.0000,9,,1.0000*,37.4,1000.0,3.7,1.0,3736.1
9,,1.0000,39,,1.0000*,163.8,1000.0,16.4,1.0,16375.8
10,,1.0000*,11,,1.0000,368.3,1000.0,36.8,1.0,36829.5
10,,1.0000,13,,1.0000*,301.1,1000.0,30.1,1.0,30110.0
13,,1.0000*,14,,1.0000,292.9,1000.0,29.3,1.0,29294.0
14,,1.0000,15,,1.0000*,94.3,1000.0,9.4,1.0,9425.1
15,,1.0000*,16,,1.0000,296.7,1000.0,29.7,1.0,29666.0
16,,1.0000*,17,,1.0000,212.2,1000.0,21.2,1.0,21215.1
16,,1.0000,19,,1.0000*,454.6,500.0,90.9,1.0,45459.2
16,,1.0000,21,,1.0000*,337.2,500.0,67.4,1.0,33719.0
16,,1.0000*,24,,1.0000,84.3,500.0,16.9,1.0,8426.3
17,,1.0000*,18,,1.0000,194.5,500.0,38.9,1.0,19449.0
17,,1.0000*,27,,1.0000,21.2,500.0,4.2,1.0,2119.0
21,,1.0000,22,,1.0000*,611.0,500.0,122.2,1.0,61097.1
22,,1.0000,23,,1.0000*,73.5,500.0,14.7,1.0,7348.6
23,,1.0000*,24,,1.0000,354.8,500.0,71.0,1.0,35484.4
25,,1.0000,26,,1.0000*,84.6,500.0,16.9,1.0,8455.2
26,,1.0000,27,,1.0000*,275.6,500.0,55.1,1.0,27562.4
26,,1.0000,28,,1.0000*,156.8,500.0,31.4,1.0,15677.6
26,,1.0000,29,,1.0000*,207.8,500.0,41.6,1.0,20783.3
28,,1.0000,29,,1.0000*,352.7,500.0,70.5,1.0,35273.6
