from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,405.0,1000.0,40.5,1.0,40499.4
1,,1.0000,39,,1.0000*,416.8,1000.0,41.7,1.0,41679.1
2,,1.0000*,3,,1.0000,691.6,1000.0,69.2,1.0,69163.1
2,,1.0000,25,,1.0000*,69.4,1000.0,6.9,1.0,6944.3
3,,1.0000*,4,,1.0000,22.8,1000.0,2.3,1.0,2277.1
3,,1.0000*,18,,1.0000,372.0,1000.0,37.2,1.0,37197.9
4,,1.0000,5,,1.0000*,450.8,1000.0,45.1,1.0,45076.6
4,,1.0000,14,,1.0000*,75.7,1000.0,7.6,1.0,7570.3
5,,1.0000,6,,1.0000*,494.0,1000.0,49.4,1.0,49397.2
5,,1.0000,8,,1.0000*,189.8,1000.0,19.0,1.0,18976.5
6,,1.0000,7,,1.0000*,278.4,1000.0,27.8,1.0,27841.0
6,,1.0000,11,,1.0000*,169.5,1000.0,17.0,1.0,16950.3
7,,1.0000,8,,1.0000*,108.1,1000.0,10.8,1.0,10805.2
8,,1.0000*,9,,1.0000,506.3,1000.0,50.6,1.0,50633.9
9,,1.0000,39,,1.0000*,516.7,1000.0,51.7,1.0,51669.5
10,,1.0000*,11,,1.0000,159.4,1000.0,15.9,1.0,15936.5
10,,1.0000*,13,,1.0000,512.4,1000.0,51.2,1.0,51239.5
13,,1.0000*,14,,1.0000,523.6,1000.0,52.4,1.0,52355.7
14,,1.0000*,15,,1.0000,452.7,1000.0,45.3,1.0,45274.0
15,,1.0000*,16,,1.0000,180.9,1000.0,18.1,1.0,18093.1
16,,1.0000,17,,1.0000*,379.0,1000.0,37.9,1.0,37899.2
16,,1.0000,19,,1.0000*,557.9,500.0,111.6,1.0,55793.1
16,,1.0000,21,,1.0000*,332.8,500.0,66.6,1.0,33279.4
16,,1.0000*,24,,1.0000,99.6,500.0,19.9,1.0,9961.3
17,,1.0000,18,,1.0000*,214.4,500.0,42.9,1.0,21436.3
17,,1.0000,27,,1.0000*,170.5,500.0,34.1,1.0,17049.3
21,,1.0000,22,,1.0000*,614.8,500.0,123.0,1.0,61475.4
22,,1.0000,23,,1.0000*,74.6,500.0,14.9,1.0,7462.4
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35393.1
25,,1.0000*,26,,1.0000,262.3,500.0,52.5,1.0,26233.2
26,,1.0000*,27,,1.0000,451.6,500.0,90.3,1.0,45159.0
26,,1.0000,28,,1.0000*,150.6,500.0,30.1,1.0,15056.1
26,,1.0000,29,,1.0000*,201.9,500.0,40.4,1.0,20192.2
28,,1.0000,29,,1.0000*,350.9,500.0,70.2,1.0,35086.3
