NUMBER,PU,Angle
1,1.0334086418151855,-0.10611458867788315
2,1.016405701637268,-0.028981586918234825
3,1.0209664106369019,-0.1551019847393036
4,1.0396366119384766,-0.19717775285243988
5,1.061479926109314,-0.17341528832912445
6,1.063413143157959,-0.16215147078037262
7,1.0504379272460938,-0.19393537938594818
8,1.047973871231079,-0.20045031607151031
9,1.0495866537094116,-0.17181819677352905
10,1.0505530834197998,-0.1342511922121048
11,1.053687572479248,-0.14413844048976898
12,1.037580132484436,-0.14783048629760742
13,1.0463365316390991,-0.14983004331588745
14,1.0397731065750122,-0.18735617399215698
15,1.0229837894439697,-0.2524540424346924
16,1.0305787324905396,-0.2533712089061737
17,1.0251392126083374,-0.21019527316093445
18,1.0219322443008423,-0.19684770703315735
19,1.0477193593978882,-0.35420623421669006
20,0.9897077083587646,-0.37897518277168274
21,1.0309191942214966,-0.21130044758319855
22,1.0493444204330444,-0.1335785835981369
23,1.0443223714828491,-0.13704170286655426
24,1.0362218618392944,-0.2512841820716858
25,1.0376638174057007,0.06706085801124573
26,1.0321449041366577,-0.06620600074529648
27,1.0198239088058472,-0.1531722992658615
28,1.0398060083389282,-0.0038683211896568537
29,1.0428650379180908,0.04483795911073685
30,1.0475000143051147,0.014595534652471542
31,0.9819999933242798,-0.02769487537443638
32,0.9831000566482544,0.0008419161313213408
33,0.9972000122070312,-0.40886154770851135
34,1.0123000144958496,-0.2883380651473999
35,1.049299955368042,-0.046942465007305145
36,1.0635000467300415,7.02745674061589e-05
37,1.0,0.42657262086868286
38,1.0264999866485596,0.16860680282115936
39,1.0299999713897705,-0.15094885230064392
