from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,82.1,1000.0,8.2
1,,1.0000,39,,1.0000*,145.0,1000.0,14.5
2,,1.0000*,3,,1.0000,367.7,1000.0,36.8
2,,1.0000,25,,1.0000*,214.2,1000.0,21.4
3,,1.0000,4,,1.0000*,100.5,1000.0,10.1
3,,1.0000,18,,1.0000*,144.1,1000.0,14.4
4,,1.0000,5,,1.0000*,426.4,1000.0,42.6
4,,1.0000,14,,1.0000*,185.4,1000.0,18.5
5,,1.0000,6,,1.0000*,741.3,1000.0,74.1
5,,1.0000,8,,1.0000*,342.1,1000.0,34.2
6,,1.0000*,7,,1.0000,492.4,1000.0,49.2
6,,1.0000,11,,1.0000*,206.9,1000.0,20.7
7,,1.0000,8,,1.0000*,244.6,1000.0,24.5
8,,1.0000,9,,1.0000*,45.9,1000.0,4.6
9,,1.0000,39,,1.0000*,154.6,1000.0,15.5
10,,1.0000*,11,,1.0000,198.1,1000.0,19.8
10,,1.0000*,13,,1.0000,472.4,1000.0,47.2
13,,1.0000*,14,,1.0000,481.7,1000.0,48.2
14,,1.0000,15,,1.0000*,299.9,1000.0,30.0
15,,1.0000*,16,,1.0000,112.8,1000.0,11.3
16,,1.0000*,17,,1.0000,42.1,1000.0,4.2
16,,1.0000*,19,,1.0000,81.3,500.0,16.3
16,,1.0000,21,,1.0000*,337.1,500.0,67.4
16,,1.0000*,24,,1.0000,84.4,500.0,16.9
17,,1.0000*,18,,1.0000,20.0,500.0,4.0
17,,1.0000,27,,1.0000*,47.4,500.0,9.5
21,,1.0000,22,,1.0000*,611.0,500.0,122.2
22,,1.0000,23,,1.0000*,73.5,500.0,14.7
23,,1.0000*,24,,1.0000,354.8,500.0,71.0
25,,1.0000*,26,,1.0000,133.5,500.0,26.7
26,,1.0000,27,,1.0000*,324.2,500.0,64.8
26,,1.0000,28,,1.0000*,156.0,500.0,31.2
26,,1.0000,29,,1.0000*,207.1,500.0,41.4
28,,1.0000,29,,1.0000*,352.5,500.0,70.5
