from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,211.3,1000.0,21.1,1.0,21131.2
1,,1.0000,39,,1.0000*,195.5,1000.0,19.5,1.0,19545.6
2,,1.0000,3,,1.0000*,863.1,1000.0,86.3,1.0,86309.2
2,,1.0000,25,,1.0000*,947.1,1000.0,94.7,1.0,94709.7
3,,1.0000*,4,,1.0000,231.0,1000.0,23.1,1.0,23101.9
3,,1.0000*,18,,1.0000,327.4,1000.0,32.7,1.0,32740.5
4,,1.0000*,5,,1.0000,273.3,1000.0,27.3,1.0,27330.4
4,,1.0000,14,,1.0000*,82.8,1000.0,8.3,1.0,8282.0
5,,1.0000,6,,1.0000*,494.1,1000.0,49.4,1.0,49413.4
5,,1.0000,8,,1.0000*,297.4,1000.0,29.7,1.0,29739.5
6,,1.0000*,7,,1.0000,413.4,1000.0,41.3,1.0,41339.0
6,,1.0000,11,,1.0000*,278.1,1000.0,27.8,1.0,27814.0
7,,1.0000,8,,1.0000*,166.0,1000.0,16.6,1.0,16604.9
8,,1.0000,9,,1.0000*,89.2,1000.0,8.9,1.0,8917.2
9,,1.0000,39,,1.0000*,170.7,1000.0,17.1,1.0,17067.1
10,,1.0000*,11,,1.0000,265.8,1000.0,26.6,1.0,26581.5
10,,1.0000*,13,,1.0000,409.7,1000.0,41.0,1.0,40970.7
13,,1.0000*,14,,1.0000,408.7,1000.0,40.9,1.0,40871.7
14,,1.0000,15,,1.0000*,328.1,1000.0,32.8,1.0,32810.6
15,,1.0000*,16,,1.0000,91.9,1000.0,9.2,1.0,9185.1
16,,1.0000,17,,1.0000*,514.7,1000.0,51.5,1.0,51467.4
16,,1.0000,19,,1.0000*,563.7,500.0,112.7,1.0,56369.4
16,,1.0000,21,,1.0000*,331.2,500.0,66.2,1.0,33124.2
16,,1.0000*,24,,1.0000,108.7,500.0,21.7,1.0,10870.0
17,,1.0000,18,,1.0000*,176.5,500.0,35.3,1.0,17647.0
17,,1.0000,27,,1.0000*,346.8,500.0,69.4,1.0,34679.8
21,,1.0000,22,,1.0000*,617.6,500.0,123.5,1.0,61755.4
22,,1.0000,23,,1.0000*,75.3,500.0,15.1,1.0,7528.8
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0,35385.0
25,,1.0000*,26,,1.0000,441.6,500.0,88.3,1.0,44159.0
26,,1.0000*,27,,1.0000,628.4,500.0,125.7,1.0,62841.8
26,,1.0000*,28,,1.0000,146.9,500.0,29.4,1.0,14686.1
26,,1.0000,29,,1.0000*,197.0,500.0,39.4,1.0,19705.0
28,,1.0000,29,,1.0000*,349.8,500.0,70.0,1.0,34976.1
