Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:35
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1    201.4  1000.0    20.1     1.0 20142.7
     1     1           1.0000     1     39     39          1.0000*    1  1    214.8  1000.0    21.5     1.0 21482.1
     2     2           1.0000*    1      3     3           1.0000     1  1    378.7  1000.0    37.9     1.0 37865.1
     2     2           1.0000     1     25     25          1.0000*    1  1    350.4  1000.0    35.0     1.0 35040.9
     3     3           1.0000*    1      4     4           1.0000     1  1    388.1  1000.0    38.8     1.0 38808.5
     3     3           1.0000     1     18     18          1.0000*    1  1    358.7  1000.0    35.9     1.0 35874.5
     4     4           1.0000*    1      5     5           1.0000     1  1    212.2  1000.0    21.2     1.0 21216.4
     4     4           1.0000     1     14     14          1.0000*    1  1    224.3  1000.0    22.4     1.0 22427.4
     5     5           1.0000*    1      6     6           1.0000     1  1    215.8  1000.0    21.6     1.0 21576.9
     5     5           1.0000     1      8     8           1.0000*    1  1    320.8  1000.0    32.1     1.0 32076.5
     6     6           1.0000*    1      7     7           1.0000     1  1    383.1  1000.0    38.3     1.0 38314.2
     6     6           1.0000     1     11     11          1.0000*    1  1    173.5  1000.0    17.4     1.0 17353.3
     7     7           1.0000     1      8     8           1.0000*    1  1    136.6  1000.0    13.7     1.0 13657.1
     8     8           1.0000*    1      9     9           1.0000     1  1     93.8  1000.0     9.4     1.0  9382.1
     9     9           1.0000     1     39     39          1.0000*    1  1    168.3  1000.0    16.8     1.0 16832.2
    10     10          1.0000*    1     11     11          1.0000     1  1    132.6  1000.0    13.3     1.0 13264.7
    10     10          1.0000     1     13     13          1.0000*    1  1    312.8  1000.0    31.3     1.0 31283.4
    13     13          1.0000     1     14     14          1.0000*    1  1    316.7  1000.0    31.7     1.0 31670.3
    14     14          1.0000*    1     15     15          1.0000     1  1    540.8  1000.0    54.1     1.0 54079.6
    15     15          1.0000     1     16     16          1.0000*    1  1    836.6  1000.0    83.7     1.0 83664.8
    16     16          1.0000     1     17     17          1.0000*    1  1    623.3  1000.0    62.3     1.0 62328.0
    16     16          1.0000     1     19     19          1.0000*    1  1   1432.2   500.0   286.4     1.0143216.2
    16     16          1.0000*    1     21     21          1.0000     1  1    331.8   500.0    66.4     1.0 33175.7
    16     16          1.0000*    1     24     24          1.0000     1  1    139.5   500.0    27.9     1.0 13951.3
    17     17          1.0000*    1     18     18          1.0000     1  1    504.8   500.0   101.0     1.0 50481.8
    17     17          1.0000*    1     27     27          1.0000     1  1    132.5   500.0    26.5     1.0 13251.3
    21     21          1.0000     1     22     22          1.0000*    1  1    630.1   500.0   126.0     1.0 63013.9
    22     22          1.0000     1     23     23          1.0000*    1  1     77.5   500.0    15.5     1.0  7754.0
    23     23          1.0000*    1     24     24          1.0000     1  1    356.0   500.0    71.2     1.0 35600.3
    25     25          1.0000     1     26     26          1.0000*    1  1     69.0   500.0    13.8     1.0  6902.2
    26     26          1.0000     1     27     27          1.0000*    1  1    220.0   500.0    44.0     1.0 21999.4
    26     26          1.0000     1     28     28          1.0000*    1  1    150.1   500.0    30.0     1.0 15010.5
    26     26          1.0000     1     29     29          1.0000*    1  1    201.5   500.0    40.3     1.0 20147.5
    28     28          1.0000     1     29     29          1.0000*    1  1    350.7   500.0    70.1     1.0 35074.1
