from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,326.8,1000.0,32.7,1.0,32675.5
1,,1.0000,39,,1.0000*,346.2,1000.0,34.6,1.0,34625.0
2,,1.0000*,3,,1.0000,702.9,1000.0,70.3,1.0,70291.6
2,,1.0000,25,,1.0000*,161.0,1000.0,16.1,1.0,16104.2
3,,1.0000*,4,,1.0000,333.0,1000.0,33.3,1.0,33301.8
3,,1.0000,18,,1.0000*,47.8,1000.0,4.8,1.0,4781.8
4,,1.0000*,5,,1.0000,170.9,1000.0,17.1,1.0,17085.2
4,,1.0000,14,,1.0000*,38.9,1000.0,3.9,1.0,3890.3
5,,1.0000*,6,,1.0000,183.2,1000.0,18.3,1.0,18324.8
5,,1.0000,8,,1.0000*,202.2,1000.0,20.2,1.0,20224.8
6,,1.0000,7,,1.0000*,243.3,1000.0,24.3,1.0,24327.1
6,,1.0000,11,,1.0000*,276.7,1000.0,27.7,1.0,27672.6
7,,1.0000,8,,1.0000*,150.5,1000.0,15.0,1.0,15049.0
8,,1.0000*,9,,1.0000,590.4,1000.0,59.0,1.0,59042.0
9,,1.0000,39,,1.0000*,592.3,1000.0,59.2,1.0,59232.9
10,,1.0000*,11,,1.0000,253.9,1000.0,25.4,1.0,25385.1
10,,1.0000,13,,1.0000*,117.6,1000.0,11.8,1.0,11755.2
13,,1.0000,14,,1.0000*,105.5,1000.0,10.6,1.0,10554.5
14,,1.0000,15,,1.0000*,161.1,1000.0,16.1,1.0,16114.3
15,,1.0000,16,,1.0000*,460.3,1000.0,46.0,1.0,46025.7
16,,1.0000*,17,,1.0000,46.1,1000.0,4.6,1.0,4612.0
16,,1.0000,19,,1.0000*,455.2,500.0,91.0,1.0,45522.0
16,,1.0000,21,,1.0000*,334.2,500.0,66.8,1.0,33423.6
16,,1.0000*,24,,1.0000,93.6,500.0,18.7,1.0,9362.4
17,,1.0000,18,,1.0000*,114.9,500.0,23.0,1.0,11490.5
17,,1.0000,27,,1.0000*,80.5,500.0,16.1,1.0,8045.2
21,,1.0000,22,,1.0000*,613.1,500.0,122.6,1.0,61313.5
22,,1.0000,23,,1.0000*,74.2,500.0,14.8,1.0,7418.3
23,,1.0000*,24,,1.0000,354.2,500.0,70.8,1.0,35416.9
25,,1.0000*,26,,1.0000,171.2,500.0,34.2,1.0,17120.3
26,,1.0000*,27,,1.0000,360.9,500.0,72.2,1.0,36093.8
26,,1.0000,28,,1.0000*,152.9,500.0,30.6,1.0,15288.6
26,,1.0000,29,,1.0000*,204.2,500.0,40.8,1.0,20416.9
28,,1.0000,29,,1.0000*,351.5,500.0,70.3,1.0,35152.4
