from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,204.9,1000.0,20.5,1.0 20490.6
1,,1.0000,39,,1.0000*,214.5,1000.0,21.4,1.0 21445.2
2,,1.0000*,3,,1.0000,384.5,1000.0,38.5,1.0 38454.7
2,,1.0000,25,,1.0000*,352.0,1000.0,35.2,1.0 35204.9
3,,1.0000*,4,,1.0000,393.0,1000.0,39.3,1.0 39298.1
3,,1.0000,18,,1.0000*,372.6,1000.0,37.3,1.0 37264.5
4,,1.0000*,5,,1.0000,229.3,1000.0,22.9,1.0 22929.9
4,,1.0000,14,,1.0000*,228.5,1000.0,22.9,1.0 22852.8
5,,1.0000*,6,,1.0000,214.4,1000.0,21.4,1.0 21437.9
5,,1.0000,8,,1.0000*,318.4,1000.0,31.8,1.0 31844.7
6,,1.0000*,7,,1.0000,381.2,1000.0,38.1,1.0 38120.1
6,,1.0000,11,,1.0000*,176.2,1000.0,17.6,1.0 17616.5
7,,1.0000,8,,1.0000*,134.6,1000.0,13.5,1.0 13458.1
8,,1.0000*,9,,1.0000,97.9,1000.0,9.8,1.0  9786.0
9,,1.0000,39,,1.0000*,163.8,1000.0,16.4,1.0 16384.7
10,,1.0000*,11,,1.0000,133.4,1000.0,13.3,1.0 13337.4
10,,1.0000,13,,1.0000*,326.7,1000.0,32.7,1.0 32672.4
13,,1.0000,14,,1.0000*,329.3,1000.0,32.9,1.0 32932.9
14,,1.0000*,15,,1.0000,557.5,1000.0,55.7,1.0 55748.0
15,,1.0000,16,,1.0000*,841.0,1000.0,84.1,1.0 84097.4
16,,1.0000,17,,1.0000*,644.0,1000.0,64.4,1.0 64398.8
16,,1.0000,19,,1.0000*,496.3,500.0,99.3,1.0 49631.7
16,,1.0000*,21,,1.0000,867.8,500.0,173.6,1.0 86781.7
16,,1.0000*,24,,1.0000,505.0,500.0,101.0,1.0 50504.9
17,,1.0000*,18,,1.0000,514.1,500.0,102.8,1.0 51406.5
17,,1.0000*,27,,1.0000,148.1,500.0,29.6,1.0 14808.3
21,,1.0000,22,,1.0000*,1144.9,500.0,229.0,1.0114488.0
22,,1.0000*,23,,1.0000,601.6,500.0,120.3,1.0 60162.7
23,,1.0000,24,,1.0000*,825.4,500.0,165.1,1.0 82544.7
25,,1.0000,26,,1.0000*,79.5,500.0,15.9,1.0  7953.4
26,,1.0000,27,,1.0000*,230.9,500.0,46.2,1.0 23093.5
26,,1.0000,28,,1.0000*,148.0,500.0,29.6,1.0 14797.6
26,,1.0000,29,,1.0000*,199.3,500.0,39.9,1.0 19934.4
28,,1.0000,29,,1.0000*,350.2,500.0,70.0,1.0 35020.9
