NUMBER,PU,Angle
1,1.0513064861297607,-0.38781651854515076
2,1.0576835870742798,-0.35339733958244324
3,1.0508021116256714,-0.4044029116630554
4,1.046847939491272,-0.41566506028175354
5,1.0565831661224365,-0.372333288192749
6,1.0565286874771118,-0.35618001222610474
7,1.044398307800293,-0.39373743534088135
8,1.042449951171875,-0.40306615829467773
9,1.0472902059555054,-0.4068729281425476
10,1.0470938682556152,-0.4015696048736572
11,1.0491327047348022,-0.38641294836997986
12,1.0349411964416504,-0.3955373764038086
13,1.0458033084869385,-0.4029671549797058
14,1.0453836917877197,-0.40805378556251526
15,1.0347763299942017,-0.40546488761901855
16,1.044671893119812,-0.377490371465683
17,1.0476621389389038,-0.39119791984558105
18,1.0476226806640625,-0.4034973680973053
19,1.0545754432678223,-0.29746440052986145
20,0.9934488534927368,-0.3218321204185486
21,1.0408375263214111,-0.3361302614212036
22,1.0546550750732422,-0.25928348302841187
23,1.0498192310333252,-0.262717068195343
24,1.0490672588348389,-0.3753986358642578
25,1.063682198524475,-0.3296200633049011
26,1.059757947921753,-0.35501280426979065
27,1.0484095811843872,-0.3914293944835663
28,1.0540976524353027,-0.29411083459854126
29,1.052669644355774,-0.246160626411438
30,1.0475000143051147,-0.31152185797691345
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.47439491748809814
33,0.9972000122070312,-0.20658957958221436
34,1.0123000144958496,-0.23134826123714447
35,1.049299955368042,-0.17308470606803894
36,1.0635000467300415,-0.1262296736240387
37,1.0278000831604004,-0.21174180507659912
38,1.0265001058578491,-0.12306851148605347
39,1.0299999713897705,-0.40864357352256775
