NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,154.13232421875,30-1 
31,1 ,750.0,0.0,638.6126708984375,800.0,-500.0,436.0428771972656,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,52.03577423095703,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,169.3098602294922,33-1 
33,2 ,400.0,0.0,1000.0,300.0,0.0,267.8953552246094,33-2 
34,1 ,650.0,0.0,508.0,800.0,-300.0,254.90371704101562,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,271.9753723144531,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,134.95338439941406,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-5.0315260887146,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,33.493743896484375,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,17.074377059936523,39-1 
