Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:35
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1    315.3  1000.0    31.5     1.0 31526.1
     1     1           1.0000*    1     39     39          1.0000     1  1    306.6  1000.0    30.7     1.0 30655.2
     2     2           1.0000*    1      3     3           1.0000     1  1   1015.3  1000.0   101.5     1.0101532.1
     2     2           1.0000*    1     25     25          1.0000     1  1     96.5  1000.0     9.7     1.0  9651.8
     3     3           1.0000     1      4     4           1.0000*    1  1    601.9  1000.0    60.2     1.0 60192.1
     3     3           1.0000*    1     18     18          1.0000     1  1    101.5  1000.0    10.1     1.0 10147.3
     4     4           1.0000*    1      5     5           1.0000     1  1    229.5  1000.0    22.9     1.0 22945.7
     4     4           1.0000*    1     14     14          1.0000     1  1     32.5  1000.0     3.2     1.0  3249.7
     5     5           1.0000*    1      6     6           1.0000     1  1    153.2  1000.0    15.3     1.0 15322.9
     5     5           1.0000     1      8     8           1.0000*    1  1    275.4  1000.0    27.5     1.0 27538.5
     6     6           1.0000     1      7     7           1.0000*    1  1    333.6  1000.0    33.4     1.0 33363.6
     6     6           1.0000     1     11     11          1.0000*    1  1    194.7  1000.0    19.5     1.0 19468.1
     7     7           1.0000     1      8     8           1.0000*    1  1     91.7  1000.0     9.2     1.0  9169.6
     8     8           1.0000     1      9     9           1.0000*    1  1    201.2  1000.0    20.1     1.0 20119.7
     9     9           1.0000     1     39     39          1.0000*    1  1    245.5  1000.0    24.6     1.0 24552.6
    10     10          1.0000*    1     11     11          1.0000     1  1    165.3  1000.0    16.5     1.0 16531.1
    10     10          1.0000     1     13     13          1.0000*    1  1    234.8  1000.0    23.5     1.0 23481.6
    13     13          1.0000     1     14     14          1.0000*    1  1    233.8  1000.0    23.4     1.0 23383.0
    14     14          1.0000     1     15     15          1.0000*    1  1    271.0  1000.0    27.1     1.0 27102.4
    15     15          1.0000     1     16     16          1.0000*    1  1    575.5  1000.0    57.6     1.0 57553.8
    16     16          1.0000     1     17     17          1.0000*    1  1     94.1  1000.0     9.4     1.0  9405.3
    16     16          1.0000     1     19     19          1.0000*    1  1    457.7   500.0    91.5     1.0 45773.2
    16     16          1.0000     1     21     21          1.0000*    1  1    331.8   500.0    66.4     1.0 33182.4
    16     16          1.0000*    1     24     24          1.0000     1  1    104.8   500.0    21.0     1.0 10475.6
    17     17          1.0000     1     18     18          1.0000*    1  1     88.2   500.0    17.6     1.0  8815.8
    17     17          1.0000     1     27     27          1.0000*    1  1    152.2   500.0    30.4     1.0 15223.5
    21     21          1.0000     1     22     22          1.0000*    1  1    616.3   500.0   123.3     1.0 61628.8
    22     22          1.0000     1     23     23          1.0000*    1  1     75.0   500.0    15.0     1.0  7500.0
    23     23          1.0000*    1     24     24          1.0000     1  1    353.8   500.0    70.8     1.0 35384.5
    25     25          1.0000*    1     26     26          1.0000     1  1    247.0   500.0    49.4     1.0 24700.6
    26     26          1.0000*    1     27     27          1.0000     1  1    431.8   500.0    86.4     1.0 43178.6
    26     26          1.0000     1     28     28          1.0000*    1  1    147.6   500.0    29.5     1.0 14757.9
    26     26          1.0000     1     29     29          1.0000*    1  1    198.9   500.0    39.8     1.0 19893.7
    28     28          1.0000     1     29     29          1.0000*    1  1    350.1   500.0    70.0     1.0 35011.9
