from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,116.9,1000.0,11.7,1.0 11691.9
1,,1.0000,39,,1.0000*,158.7,1000.0,15.9,1.0 15868.6
2,,1.0000*,3,,1.0000,367.9,1000.0,36.8,1.0 36790.5
2,,1.0000,25,,1.0000*,258.4,1000.0,25.8,1.0 25844.7
3,,1.0000*,4,,1.0000,65.5,1000.0,6.5,1.0  6547.0
3,,1.0000,18,,1.0000*,103.8,1000.0,10.4,1.0 10379.5
4,,1.0000*,5,,1.0000,240.0,1000.0,24.0,1.0 23999.7
4,,1.0000,14,,1.0000*,260.1,1000.0,26.0,1.0 26012.9
5,,1.0000,6,,1.0000*,512.8,1000.0,51.3,1.0 51281.2
5,,1.0000,8,,1.0000*,337.4,1000.0,33.7,1.0 33741.0
6,,1.0000*,7,,1.0000,449.5,1000.0,45.0,1.0 44952.2
6,,1.0000,11,,1.0000*,368.3,1000.0,36.8,1.0 36828.4
7,,1.0000,8,,1.0000*,201.8,1000.0,20.2,1.0 20178.2
8,,1.0000*,9,,1.0000,22.1,1000.0,2.2,1.0  2207.2
9,,1.0000,39,,1.0000*,149.2,1000.0,14.9,1.0 14923.7
10,,1.0000*,11,,1.0000,351.2,1000.0,35.1,1.0 35118.6
10,,1.0000,13,,1.0000*,327.1,1000.0,32.7,1.0 32707.5
13,,1.0000,14,,1.0000*,316.5,1000.0,31.7,1.0 31653.0
14,,1.0000,15,,1.0000*,160.3,1000.0,16.0,1.0 16033.3
15,,1.0000,16,,1.0000*,260.5,1000.0,26.0,1.0 26048.0
16,,1.0000*,17,,1.0000,235.5,1000.0,23.5,1.0 23545.7
16,,1.0000,19,,1.0000*,1430.9,500.0,286.2,1.0143093.5
16,,1.0000,21,,1.0000*,330.5,500.0,66.1,1.0 33053.1
16,,1.0000*,24,,1.0000,130.8,500.0,26.2,1.0 13077.9
17,,1.0000*,18,,1.0000,191.3,500.0,38.3,1.0 19130.6
17,,1.0000*,27,,1.0000,59.6,500.0,11.9,1.0  5962.0
21,,1.0000,22,,1.0000*,626.1,500.0,125.2,1.0 62608.6
22,,1.0000,23,,1.0000*,76.9,500.0,15.4,1.0  7689.9
23,,1.0000*,24,,1.0000,355.0,500.0,71.0,1.0 35501.5
25,,1.0000,26,,1.0000*,97.6,500.0,19.5,1.0  9759.3
26,,1.0000,27,,1.0000*,291.9,500.0,58.4,1.0 29192.3
26,,1.0000,28,,1.0000*,151.2,500.0,30.2,1.0 15124.2
26,,1.0000,29,,1.0000*,202.6,500.0,40.5,1.0 20258.6
28,,1.0000,29,,1.0000*,351.1,500.0,70.2,1.0 35105.0
